rho,	rhou,	rhov,	rhoet
1.04005,	0.789053,	0.69157,	1.15811
0.926817,	0.7356,	0.527209,	1.04662
0.813537,	0.653654,	0.44092,	0.924458
0.740559,	0.599323,	0.38909,	0.835427
0.706527,	0.57325,	0.367132,	0.787903
0.689582,	0.557489,	0.364657,	0.765449
0.670661,	0.53837,	0.366743,	0.746561
0.64798,	0.517505,	0.36427,	0.724124
0.630634,	0.503932,	0.357419,	0.70483
0.624622,	0.501405,	0.351444,	0.696454
0.624518,	0.503058,	0.349257,	0.696322
0.621249,	0.500734,	0.348673,	0.695267
0.612361,	0.493658,	0.346127,	0.688587
0.602324,	0.486601,	0.341026,	0.679208
0.595357,	0.482782,	0.335616,	0.672028
0.590542,	0.480538,	0.331702,	0.667763
0.583949,	0.476205,	0.328582,	0.662884
0.574063,	0.469053,	0.324489,	0.654972
0.56308,	0.461585,	0.318881,	0.645344
0.553626,	0.456013,	0.312921,	0.637066
0.545427,	0.45161,	0.307796,	0.6309
0.536283,	0.446271,	0.303322,	0.624953
0.525642,	0.440073,	0.298519,	0.61824
0.515311,	0.435036,	0.293248,	0.612324
0.506918,	0.432463,	0.288599,	0.609451
0.499909,	0.431621,	0.285516,	0.609978
0.49358,	0.432283,	0.283857,	0.613709
0.489713,	0.436509,	0.283577,	0.622283
0.49024,	0.445369,	0.286011,	0.637415
0.492835,	0.454948,	0.291159,	0.654798
0.495179,	0.462308,	0.296308,	0.668648
0.497903,	0.468831,	0.300453,	0.679891
0.500639,	0.475811,	0.303915,	0.691308
0.503102,	0.48376,	0.305813,	0.702314
0.50537,	0.490477,	0.307989,	0.711801
0.509998,	0.497447,	0.312477,	0.72268
0.520727,	0.508498,	0.321246,	0.740503
0.534818,	0.521514,	0.332366,	0.761353
0.545148,	0.530201,	0.341694,	0.776085
0.547514,	0.531785,	0.344466,	0.77842
0.541077,	0.525672,	0.339288,	0.767255
0.524337,	0.51109,	0.326746,	0.742622
0.500676,	0.490544,	0.31011,	0.709666
0.475766,	0.468319,	0.293513,	0.675593
0.458239,	0.45001,	0.282297,	0.649723
0.446907,	0.435796,	0.273418,	0.628094
0.431633,	0.418507,	0.263969,	0.602868
0.407373,	0.395603,	0.249421,	0.568737
0.375487,	0.366626,	0.229882,	0.525885
0.342439,	0.336026,	0.208019,	0.48009
0.313868,	0.308149,	0.189253,	0.439348
0.294515,	0.286881,	0.176491,	0.409555
0.281077,	0.27098,	0.166014,	0.38521
0.263828,	0.253298,	0.153885,	0.357352
0.238107,	0.229744,	0.13776,	0.321543
0.208261,	0.20229,	0.119454,	0.281619
0.182533,	0.177,	0.10346,	0.246241
0.165681,	0.158337,	0.0928141,	0.220863
0.156248,	0.146298,	0.086385,	0.204403
0.146922,	0.136256,	0.0791703,	0.188196
0.132055,	0.123064,	0.0689988,	0.166824
0.112838,	0.105451,	0.0573512,	0.141326
0.0962549,	0.0885066,	0.0472642,	0.118299
0.086359,	0.0762328,	0.0417585,	0.1033
0.0814599,	0.0693967,	0.0390802,	0.0948681
0.0765749,	0.0647511,	0.0357322,	0.087313
0.0683246,	0.0578029,	0.030426,	0.0762377
0.0584099,	0.0484297,	0.0243711,	0.0629046
0.0503855,	0.0393574,	0.0201145,	0.0517551
0.0458846,	0.0335702,	0.0182655,	0.0454079
0.0431038,	0.0307038,	0.0172829,	0.0419761
0.0396316,	0.0281948,	0.0154503,	0.037955
0.0350656,	0.0246042,	0.0127927,	0.032469
0.0303917,	0.019998,	0.0104691,	0.0266404
0.0269223,	0.0162895,	0.00911136,	0.0224816
0.0244902,	0.0141103,	0.00844513,	0.0200901
0.0222502,	0.0127683,	0.00764629,	0.01813
0.0198186,	0.0114042,	0.00651984,	0.0158988
0.0172761,	0.00950263,	0.00542293,	0.0133534
0.0150655,	0.00771417,	0.00462452,	0.0112085
0.0132391,	0.00641619,	0.00410707,	0.00966778
0.0116191,	0.0055743,	0.00361624,	0.00844504
0.0100881,	0.0049078,	0.00306519,	0.00731382
0.00862111,	0.00412007,	0.00253995,	0.0061543
0.00731257,	0.00335154,	0.00211813,	0.00512415
0.00617244,	0.00272105,	0.00179745,	0.00427964
0.00516637,	0.00226241,	0.00151073,	0.00357629
0.00427017,	0.0019088,	0.00123496,	0.00296885
0.00347263,	0.00156126,	0.000988617,	0.00241309
0.00278642,	0.00123986,	0.000788538,	0.00193232
0.00220446,	0.00097112,	0.000630821,	0.00153152
0.00171437,	0.000767489,	0.000497744,	0.00120172
0.00130815,	0.000612957,	0.000383937,	0.000933846
0.000979974,	0.000480814,	0.000292319,	0.000713884
0.000728547,	0.000372026,	0.000224671,	0.000541938
0.000548912,	0.000291143,	0.000177833,	0.000415867
0.000434588,	0.000236716,	0.000145942,	0.000330344
0.000375659,	0.000201892,	0.000126157,	0.000279782
0.000353412,	0.000178983,	0.000115356,	0.000253561
0.000346412,	0.000163206,	0.000108788,	0.000239611
0.000340476,	0.000151604,	0.000103083,	0.000229434
0.000329363,	0.000140355,	9.66366e-05,	0.000217734
0.000312083,	0.000128314,	8.93902e-05,	0.000203615
0.000289679,	0.000116346,	8.17463e-05,	0.000187893
0.000263167,	0.000104207,	7.35186e-05,	0.000170321
0.000233941,	9.20196e-05,	6.47964e-05,	0.00015136
0.000203543,	7.97158e-05,	5.59673e-05,	0.000131696
0.000173436,	6.74612e-05,	4.74068e-05,	0.000112185
0.000144854,	5.61528e-05,	3.95372e-05,	9.38831e-05
