rho,	rhou,	rhov,	rhoet
0.0765753,	0.0524487,	0.0678794,	0.0922912
0.0719282,	0.0519932,	0.0603557,	0.0886006
0.0661472,	0.0487135,	0.0553135,	0.0843333
0.0580148,	0.0427339,	0.0483676,	0.0750793
0.0513816,	0.0380788,	0.0434828,	0.067499
0.0450342,	0.0336293,	0.0374325,	0.05985
0.0391824,	0.0293779,	0.0331839,	0.0527752
0.0380285,	0.0302226,	0.02849,	0.0462913
0.0399888,	0.0313969,	0.0307836,	0.0493167
0.0402357,	0.031354,	0.0318619,	0.0502485
0.0401852,	0.0311134,	0.0324771,	0.0510218
0.0387952,	0.0296801,	0.0323111,	0.0496341
0.0374573,	0.0286419,	0.0314293,	0.0487377
0.0351963,	0.0266716,	0.0303735,	0.0463569
0.0330824,	0.0250064,	0.0285883,	0.0439256
0.0318754,	0.0259451,	0.0270344,	0.0412236
0.0334687,	0.0269145,	0.0253508,	0.0410703
0.0343241,	0.0274455,	0.0264748,	0.0425658
0.0348621,	0.0276789,	0.0275567,	0.0438589
0.0345237,	0.0271145,	0.0279745,	0.0437653
0.0341346,	0.0267405,	0.0279976,	0.0439056
0.0330043,	0.0256841,	0.0277365,	0.042985
0.0317901,	0.0245709,	0.0269154,	0.0416891
0.0302473,	0.0233546,	0.0261184,	0.0401924
0.030006,	0.0245768,	0.0248745,	0.0379567
0.0310365,	0.0251211,	0.0236963,	0.0383151
0.0319474,	0.0257987,	0.0247077,	0.0398672
0.0322434,	0.0258335,	0.0256002,	0.0407426
0.0321836,	0.0256089,	0.0258754,	0.0409873
0.0317988,	0.025199,	0.0261468,	0.041044
0.0309149,	0.0242537,	0.0259043,	0.0402318
0.029999,	0.0235072,	0.0254355,	0.0394652
0.0286669,	0.0227222,	0.0247587,	0.0381627
0.0288854,	0.0238116,	0.0237137,	0.0364417
0.0297501,	0.0243008,	0.0228077,	0.0369422
0.0305622,	0.0248798,	0.0237548,	0.038337
0.0307924,	0.0248945,	0.0245272,	0.039099
0.0307594,	0.0247194,	0.0248237,	0.0393787
0.0303904,	0.0243249,	0.0250689,	0.0394074
0.0295966,	0.0234874,	0.0248572,	0.0387087
0.0287467,	0.0227779,	0.0244657,	0.0380039
0.0275392,	0.0225367,	0.0238508,	0.0368227
0.0283139,	0.0235154,	0.0229007,	0.0351946
0.0290861,	0.0239648,	0.0224321,	0.0363889
0.0297347,	0.024416,	0.0233005,	0.0375856
0.0298907,	0.0244037,	0.0239739,	0.0382489
0.029717,	0.0241237,	0.0242174,	0.038388
0.0292931,	0.0236944,	0.0243702,	0.0383149
0.0284455,	0.0228926,	0.0241264,	0.0376201
0.0274342,	0.0219793,	0.0235989,	0.0366352
0.0270919,	0.0228092,	0.0229496,	0.0354296
0.028204,	0.0236263,	0.0220203,	0.0352998
0.0288014,	0.023972,	0.0225134,	0.0364778
0.0291734,	0.0241901,	0.0232777,	0.0374146
0.0291214,	0.0240303,	0.0237498,	0.0378058
0.0286168,	0.0234665,	0.0238224,	0.0375582
0.0278637,	0.02276,	0.0236662,	0.0370742
0.0268851,	0.021847,	0.0232421,	0.0361507
0.0265847,	0.0226884,	0.0225062,	0.0347486
0.0276874,	0.0235129,	0.0214923,	0.0349693
0.0283455,	0.0239661,	0.0222909,	0.0362607
0.0285419,	0.0239985,	0.0229554,	0.0369483
0.0282713,	0.0235935,	0.0233226,	0.0371037
0.0276786,	0.0229857,	0.0233623,	0.0368617
0.0268364,	0.0221371,	0.0230666,	0.0360981
0.0258361,	0.0222804,	0.0224544,	0.0348462
0.0268303,	0.0231791,	0.0215581,	0.0342417
0.0275415,	0.0236606,	0.0218136,	0.0354858
0.0278173,	0.0237383,	0.0224867,	0.036244
0.027661,	0.0234148,	0.0228441,	0.0364916
0.0270969,	0.0227249,	0.0228759,	0.0362232
0.0262461,	0.0218873,	0.0225898,	0.0354688
0.025666,	0.0222569,	0.0220032,	0.0342505
