rho,	rhou,	rhov,	rhoet
0.110001,	0.0601194,	0.0986983,	0.12819
0.127618,	0.0770931,	0.0938993,	0.148092
0.12688,	0.0797477,	0.0886791,	0.149541
0.124683,	0.0790166,	0.0853698,	0.146568
0.116989,	0.0752166,	0.0800837,	0.140602
0.108458,	0.0691312,	0.0757676,	0.131767
0.0990631,	0.0631045,	0.0690072,	0.121692
0.0895239,	0.0566764,	0.0642086,	0.112079
0.0798253,	0.0497353,	0.0582825,	0.100154
0.0711773,	0.0456449,	0.0524632,	0.0913227
0.072572,	0.0516567,	0.0473653,	0.0818121
0.0814973,	0.0571207,	0.0499835,	0.0909329
0.0878901,	0.0603022,	0.0550308,	0.0980525
0.0914708,	0.0633686,	0.0583849,	0.104556
0.0939145,	0.0637725,	0.0620129,	0.108374
0.0930327,	0.0627818,	0.063342,	0.108454
0.0917179,	0.0608373,	0.0635996,	0.108658
0.0878848,	0.0570438,	0.0633575,	0.105687
0.0837419,	0.0536802,	0.0614743,	0.10145
0.0784895,	0.0494616,	0.0594204,	0.0969778
0.0726296,	0.0446757,	0.0568244,	0.091016
0.0670183,	0.0438265,	0.0533798,	0.0847481
0.0675674,	0.0493635,	0.0501481,	0.0791335
0.0756602,	0.0544472,	0.0467553,	0.0833268
0.0818994,	0.0579266,	0.050216,	0.0905822
0.0863348,	0.0614195,	0.0539715,	0.0974094
0.0901335,	0.0630205,	0.058104,	0.102716
0.0910745,	0.0633967,	0.0603788,	0.104855
0.0916321,	0.0627206,	0.0620025,	0.107103
0.0895875,	0.0604667,	0.0628781,	0.106277
0.0873909,	0.0580706,	0.0621374,	0.104511
0.083424,	0.0544821,	0.0615353,	0.101628
0.0788887,	0.0505362,	0.059756,	0.0968921
0.0738391,	0.0466053,	0.0571943,	0.0921992
0.0682416,	0.0470335,	0.0546228,	0.0869261
0.0700963,	0.0509623,	0.0514332,	0.0810229
0.076782,	0.0556011,	0.0481994,	0.0850774
0.0822781,	0.0587943,	0.0509105,	0.091763
0.0870464,	0.0622584,	0.0549396,	0.0988394
0.0896692,	0.063116,	0.0584562,	0.102989
0.0911735,	0.0638546,	0.0603652,	0.105955
0.0908173,	0.0625211,	0.0623303,	0.107172
0.0891982,	0.0607376,	0.0626765,	0.106147
0.0863181,	0.0578318,	0.0624429,	0.104598
0.0819195,	0.0539071,	0.061385,	0.100996
0.0773812,	0.0501722,	0.0592028,	0.0963841
0.0721009,	0.0493596,	0.0569066,	0.0915439
0.0712338,	0.0498314,	0.0539978,	0.0859062
0.0727608,	0.0536565,	0.0505609,	0.0852132
0.0796606,	0.0579733,	0.0515033,	0.0892707
0.0845129,	0.0614558,	0.0529084,	0.0961426
0.0884979,	0.0633998,	0.0571513,	0.101992
0.0901618,	0.0641123,	0.0598886,	0.105305
0.0905382,	0.063385,	0.0620222,	0.107512
0.0885975,	0.060972,	0.062925,	0.106962
0.0853997,	0.0580334,	0.0624793,	0.104933
0.0812034,	0.0543149,	0.0614886,	0.101608
0.0759973,	0.0502006,	0.0594276,	0.0967563
0.0712305,	0.0500591,	0.056455,	0.0907388
0.0721498,	0.053166,	0.0528113,	0.0864676
0.0770041,	0.0560369,	0.0522599,	0.0890369
0.0807713,	0.0598014,	0.0537243,	0.0945798
0.0860119,	0.0629141,	0.0567557,	0.0998287
0.0886507,	0.0639156,	0.0593184,	0.104572
0.0887884,	0.0630007,	0.0615482,	0.106436
0.0867435,	0.0604906,	0.0623873,	0.105968
0.0829421,	0.056769,	0.0618444,	0.103477
0.0778258,	0.0522417,	0.0601286,	0.0992273
0.0722151,	0.0519937,	0.05745,	0.0936471
0.073218,	0.0555909,	0.054019,	0.089398
0.0783774,	0.0587163,	0.0537858,	0.0917895
0.0817667,	0.0604113,	0.0549034,	0.097658
0.0832149,	0.0616018,	0.0579467,	0.10119
0.0852295,	0.0621601,	0.0597692,	0.102656
0.085093,	0.0610723,	0.0603672,	0.103458
0.0829405,	0.0584294,	0.0601776,	0.102417
0.0792837,	0.054736,	0.0592921,	0.0992739
0.0745714,	0.0541152,	0.0572861,	0.0944828
0.0740846,	0.0541224,	0.0543728,	0.0909563
0.074957,	0.0578499,	0.0541825,	0.0929737
0.0789537,	0.0599778,	0.0553636,	0.0937501
0.0808818,	0.0602666,	0.0556513,	0.0977569
0.0810957,	0.0592462,	0.0571969,	0.0996589
0.0797572,	0.0580331,	0.0581159,	0.0995085
0.0784052,	0.0563423,	0.0578385,	0.0974887
0.0760578,	0.0538656,	0.0564777,	0.0938363
0.0725713,	0.0548049,	0.0541998,	0.0891279
0.0733573,	0.0547752,	0.0512909,	0.0903127
0.0737843,	0.0546956,	0.0531172,	0.0921236
0.0733045,	0.0567146,	0.0542032,	0.0924633
0.0753404,	0.057075,	0.0543538,	0.0913467
0.0758326,	0.0562182,	0.0536199,	0.0918288
0.0749177,	0.0543083,	0.0530743,	0.0918613
0.0728026,	0.0515624,	0.053053,	0.0902132
0.0697341,	0.0525864,	0.052072,	0.0871261
0.0688731,	0.0532448,	0.0502587,	0.0834518
0.0701155,	0.0529352,	0.0483275,	0.0860823
0.0702617,	0.0517799,	0.0500023,	0.0872696
0.069425,	0.0512293,	0.0508008,	0.0870746
0.0676985,	0.0517219,	0.0507454,	0.0855534
0.0681106,	0.0511766,	0.0499298,	0.0829955
