rho,	rhou,	rhov,	rhoet
0.197738,	0.181046,	0.0961244,	0.217313
0.184591,	0.169173,	0.0876553,	0.20421
0.172761,	0.158441,	0.0805792,	0.192005
0.162212,	0.148845,	0.0745443,	0.180789
0.152368,	0.139849,	0.0692868,	0.17004
0.143704,	0.131948,	0.0646405,	0.16039
0.136314,	0.125224,	0.0606293,	0.152012
0.130129,	0.119606,	0.0572508,	0.144896
0.12501,	0.114957,	0.0544703,	0.138947
0.120782,	0.111113,	0.0522254,	0.134009
0.117261,	0.1079,	0.0504345,	0.129899
0.11425,	0.105136,	0.049002,	0.126409
0.111584,	0.102675,	0.047831,	0.123355
0.10915,	0.100416,	0.0468405,	0.1206
0.106877,	0.0982985,	0.045967,	0.118049
0.104723,	0.0962898,	0.045165,	0.115645
0.102676,	0.094381,	0.044406,	0.113361
0.100735,	0.0925752,	0.0436751,	0.111191
0.0989065,	0.0908798,	0.0429676,	0.109138
0.0971977,	0.0893008,	0.0422842,	0.10721
0.0956089,	0.087838,	0.0416284,	0.105412
0.0941307,	0.0864812,	0.0410024,	0.103736
0.0927465,	0.085213,	0.0404061,	0.102168
0.0914372,	0.084014,	0.0398376,	0.10069
0.0901858,	0.0828677,	0.0392936,	0.099284
0.088977,	0.0817596,	0.0387694,	0.0979325
0.0877978,	0.0806775,	0.0382597,	0.0966197
0.0866401,	0.0796141,	0.0377597,	0.0953342
0.0855002,	0.0785662,	0.0372658,	0.0940693
0.0843767,	0.077533,	0.0367756,	0.0928217
0.0832725,	0.0765173,	0.0362886,	0.0915926
0.0821906,	0.0755224,	0.0358052,	0.0903851
0.0811316,	0.0745486,	0.0353263,	0.0892
0.0800949,	0.0735954,	0.0348528,	0.0880376
0.0790777,	0.0726597,	0.0343854,	0.0868962
0.0780768,	0.071738,	0.0339244,	0.0857729
0.0770873,	0.0708254,	0.0334692,	0.0846632
0.0761058,	0.0699185,	0.0330192,	0.0835631
0.0751291,	0.0690148,	0.0325731,	0.0824692
0.0741544,	0.0681112,	0.0321293,	0.0813774
0.0731796,	0.067206,	0.0316863,	0.0802846
0.0722046,	0.0662991,	0.0312429,	0.0791894
0.0712292,	0.0653906,	0.0307982,	0.0780907
0.0702537,	0.0644802,	0.0303517,	0.0769877
0.0692769,	0.0635666,	0.0299029,	0.0758786
0.0682975,	0.0626479,	0.0294512,	0.0747612
0.0673139,	0.0617223,	0.0289965,	0.0736337
0.0663241,	0.0607875,	0.0285383,	0.0724937
0.0653257,	0.0598409,	0.0280758,	0.0713384
0.0643157,	0.0588794,	0.0276083,	0.0701648
0.0632924,	0.0579012,	0.0271348,	0.0689706
0.0622545,	0.0569053,	0.0266546,	0.0677545
0.0612014,	0.0558911,	0.0261668,	0.0665155
0.0601338,	0.05486,	0.0256711,	0.0652551
0.0590526,	0.053813,	0.0251676,	0.0639744
0.0579585,	0.0527505,	0.0246564,	0.0626744
0.0568529,	0.0516744,	0.0241382,	0.0613574
0.0557373,	0.0505862,	0.0236138,	0.0600254
0.0546125,	0.0494863,	0.0230841,	0.0586796
0.0534795,	0.0483751,	0.0225503,	0.0573211
0.0523395,	0.0472535,	0.0220132,	0.0559509
0.0511935,	0.0461222,	0.021474,	0.05457
0.0500429,	0.044982,	0.0209334,	0.0531795
0.0488892,	0.0438338,	0.0203925,	0.0517802
0.0477347,	0.0426799,	0.0198523,	0.0503749
0.0465814,	0.0415219,	0.0193139,	0.0489654
0.0454318,	0.0403624,	0.0187782,	0.0475545
0.0442883,	0.0392038,	0.0182466,	0.0461453
0.0431535,	0.0380489,	0.0177201,	0.044741
0.0420298,	0.0369003,	0.0171998,	0.0433449
0.0409192,	0.0357598,	0.0166869,	0.0419596
0.039824,	0.0346306,	0.0161822,	0.0405888
0.0387463,	0.0335153,	0.0156866,	0.0392358
0.0376881,	0.0324165,	0.0152009,	0.0379037
0.0366513,	0.0313365,	0.0147257,	0.0365955
0.0356375,	0.0302777,	0.0142617,	0.035314
0.034648,	0.0292416,	0.0138093,	0.0340612
0.0336841,	0.0282302,	0.0133689,	0.0328395
0.0327466,	0.0272447,	0.0129409,	0.0316504
0.0318364,	0.0262869,	0.0125254,	0.030496
0.0309541,	0.0253579,	0.0121227,	0.0293777
0.0300999,	0.0244584,	0.0117328,	0.0282965
0.029274,	0.0235888,	0.0113557,	0.0272528
0.0284761,	0.0227492,	0.0109915,	0.0262468
0.0277059,	0.0219397,	0.0106399,	0.0252786
0.0269631,	0.0211599,	0.0103008,	0.0243476
0.026247,	0.0204098,	0.00997383,	0.0234539
0.025557,	0.0196888,	0.00965884,	0.0225966
0.0248923,	0.0189964,	0.00935545,	0.0217752
0.0242521,	0.0183321,	0.00906331,	0.0209888
0.0236356,	0.017695,	0.00878203,	0.0202364
0.0230418,	0.0170843,	0.00851123,	0.0195169
0.0224697,	0.016499,	0.00825047,	0.0188291
0.0219182,	0.0159382,	0.00799933,	0.0181718
0.0213865,	0.0154011,	0.00775738,	0.0175438
0.0208735,	0.0148867,	0.00752418,	0.0169438
0.0203782,	0.014394,	0.0072993,	0.0163708
0.0198995,	0.0139219,	0.00708232,	0.0158231
0.0194366,	0.0134696,	0.00687284,	0.0152995
0.0189884,	0.0130359,	0.00667045,	0.0147989
0.018554,	0.0126199,	0.00647479,	0.0143199
0.0181327,	0.0122209,	0.00628547,	0.0138614
0.0177234,	0.0118377,	0.00610217,	0.0134222
0.0173255,	0.0114697,	0.00592453,	0.0130013
0.0169382,	0.011116,	0.00575226,	0.0125977
0.0165607,	0.0107758,	0.00558506,	0.0122102
0.0161924,	0.0104484,	0.00542265,	0.011838
0.0158325,	0.010133,	0.00526478,	0.0114801
0.0154807,	0.00982902,	0.00511121,	0.0111357
0.0151361,	0.0095358,	0.00496172,	0.010804
0.0147985,	0.00925273,	0.00481609,	0.0104841
0.0144671,	0.00897924,	0.00467416,	0.0101755
0.0141417,	0.0087148,	0.00453573,	0.0098774
0.0138218,	0.0084589,	0.00440066,	0.00958918
0.013507,	0.00821107,	0.00426881,	0.00931029
0.013197,	0.00797086,	0.00414004,	0.00904013
0.0128915,	0.00773782,	0.00401424,	0.00877817
0.0125902,	0.00751157,	0.0038913,	0.00852392
0.0122929,	0.00729173,	0.00377112,	0.00827696
0.0119993,	0.00707802,	0.00365363,	0.00803691
0.0117093,	0.00687017,	0.00353874,	0.00780349
