rho,	rhou,	rhov,	rhoet
1.0216,	0.532864,	0.847616,	1.17024
0.84107,	0.512736,	0.568917,	0.972233
0.720827,	0.448315,	0.471787,	0.839025
0.654101,	0.411569,	0.421707,	0.757107
0.629189,	0.400871,	0.400186,	0.719177
0.614011,	0.392294,	0.390482,	0.697253
0.59282,	0.376351,	0.382117,	0.673811
0.567621,	0.35773,	0.372004,	0.647031
0.548328,	0.345654,	0.362568,	0.624699
0.540445,	0.343828,	0.356528,	0.612683
0.537928,	0.345246,	0.353379,	0.607201
0.533237,	0.343055,	0.351018,	0.60169
0.523554,	0.336152,	0.347326,	0.592329
0.512826,	0.329082,	0.342639,	0.581577
0.50595,	0.326394,	0.338318,	0.573614
0.503701,	0.327652,	0.335504,	0.56995
0.502444,	0.328754,	0.333781,	0.568019
0.498058,	0.326367,	0.33162,	0.563931
0.491106,	0.32177,	0.32858,	0.557514
0.484339,	0.318054,	0.324969,	0.55073
0.480612,	0.317348,	0.321994,	0.546339
0.47889,	0.318052,	0.319908,	0.544003
0.475847,	0.316991,	0.317828,	0.540928
0.470654,	0.313752,	0.31521,	0.536033
0.464467,	0.309998,	0.311904,	0.529915
0.459779,	0.307949,	0.308713,	0.524785
0.456769,	0.307318,	0.306073,	0.521159
0.453237,	0.305796,	0.303486,	0.517253
0.448386,	0.30285,	0.300581,	0.512211
0.442523,	0.299205,	0.297113,	0.506045
0.437333,	0.296367,	0.293607,	0.50022
0.433049,	0.294289,	0.290329,	0.49511
0.428422,	0.291689,	0.28699,	0.4897
0.423084,	0.288334,	0.283424,	0.483616
0.417085,	0.28446,	0.279473,	0.476781
0.411371,	0.280914,	0.275446,	0.470005
0.405913,	0.277567,	0.271423,	0.463349
0.400181,	0.273873,	0.267286,	0.4564
0.394032,	0.269754,	0.262936,	0.448988
0.387583,	0.265394,	0.25836,	0.441167
0.381242,	0.261156,	0.25372,	0.433326
0.374839,	0.256802,	0.249008,	0.425376
0.368212,	0.252182,	0.244157,	0.417125
0.361356,	0.247404,	0.239141,	0.408594
0.354434,	0.242545,	0.234046,	0.399945
0.347606,	0.23774,	0.228945,	0.391327
0.3405,	0.23259,	0.223696,	0.382346
0.333211,	0.227336,	0.218338,	0.37319
0.326159,	0.222289,	0.213042,	0.364231
0.319042,	0.217077,	0.207729,	0.355164
0.311646,	0.211576,	0.202283,	0.345767
0.304366,	0.206195,	0.196867,	0.336477
0.297216,	0.200918,	0.191521,	0.327328
0.290095,	0.19554,	0.186221,	0.318177
0.282907,	0.190054,	0.180909,	0.308934
0.275681,	0.184549,	0.175582,	0.299644
0.26878,	0.179319,	0.170439,	0.290732
0.261999,	0.174085,	0.165406,	0.28196
0.255281,	0.168813,	0.160451,	0.273225
0.248392,	0.163393,	0.155428,	0.264307
0.241911,	0.15833,	0.150644,	0.255895
0.235737,	0.1535,	0.146073,	0.247855
0.229789,	0.148803,	0.141685,	0.240099
0.223641,	0.143865,	0.137252,	0.232159
0.217676,	0.139078,	0.132941,	0.22446
0.212084,	0.134602,	0.128866,	0.217202
0.20686,	0.130422,	0.125034,	0.210401
0.201995,	0.126526,	0.121444,	0.204059
0.197152,	0.122614,	0.117925,	0.197801
0.192414,	0.118771,	0.114531,	0.191733
0.187847,	0.115113,	0.111278,	0.185944
0.183492,	0.111672,	0.108183,	0.180476
0.179422,	0.108445,	0.105285,	0.175375
0.175467,	0.105319,	0.102496,	0.170456
0.171756,	0.102407,	0.0998786,	0.165867
0.168202,	0.0996366,	0.0973909,	0.161517
0.16489,	0.09707,	0.0950703,	0.157489
0.161735,	0.0946275,	0.0928769,	0.153689
0.158772,	0.0923552,	0.0908259,	0.150148
0.155858,	0.0901442,	0.0888364,	0.146714
0.153119,	0.0880842,	0.0869764,	0.143519
0.150573,	0.086202,	0.0852493,	0.140584
0.1481,	0.0843952,	0.0835963,	0.137774
0.145752,	0.0826761,	0.0820355,	0.135129
0.143532,	0.081052,	0.080567,	0.132639
0.141395,	0.0795061,	0.079165,	0.130262
0.139278,	0.0779992,	0.0777929,	0.127942
0.137282,	0.0765881,	0.0765046,	0.125771
0.135388,	0.0752671,	0.0752874,	0.123729
0.133591,	0.0740071,	0.0741344,	0.121798
0.131864,	0.0727795,	0.073028,	0.119941
0.130148,	0.0715573,	0.0719392,	0.118105
0.128499,	0.0703954,	0.0708963,	0.116346
0.126897,	0.069274,	0.0698861,	0.114645
0.125343,	0.0681951,	0.0689096,	0.113005
0.123867,	0.0671685,	0.0679832,	0.111453
0.122437,	0.0661803,	0.0670874,	0.10996
0.121032,	0.0652124,	0.066213,	0.1085
0.11968,	0.064283,	0.0653719,	0.107097
0.118379,	0.0633709,	0.0645633,	0.105746
0.117103,	0.0624691,	0.0637728,	0.10442
0.115847,	0.0615722,	0.0629959,	0.103109
0.114595,	0.0606821,	0.0622231,	0.101805
0.113377,	0.0598236,	0.0614719,	0.100545
0.112182,	0.0589839,	0.0607383,	0.0993151
0.111031,	0.0581764,	0.0600318,	0.098134
0.109919,	0.0573883,	0.0593477,	0.0969909
0.108839,	0.056622,	0.0586829,	0.0958813
0.107789,	0.0558633,	0.0580359,	0.0948036
0.10674,	0.0551039,	0.0573927,	0.0937259
0.105709,	0.0543509,	0.0567604,	0.0926678
0.104684,	0.0535957,	0.0561325,	0.09161
0.10363,	0.0528233,	0.0554898,	0.0905231
0.102602,	0.0520748,	0.054863,	0.0894667
0.101609,	0.0513574,	0.0542559,	0.0884508
0.100644,	0.0506622,	0.053665,	0.0874667
0.099706,	0.0499876,	0.0530893,	0.0865126
0.0987942,	0.0493188,	0.0525269,	0.0855859
0.0978999,	0.0486627,	0.051976,	0.0846781
0.0970057,	0.0480092,	0.0514275,	0.083771
0.0961254,	0.0473683,	0.0508876,	0.0828787
0.0952615,	0.0467385,	0.050357,	0.0820039
0.0943974,	0.0460927,	0.0498273,	0.0811278
0.0935025,	0.0454332,	0.0492827,	0.080222
0.092622,	0.0447922,	0.0487474,	0.0793347
0.0917589,	0.0441644,	0.0482217,	0.0784642
0.0909121,	0.0435486,	0.0477043,	0.07761
0.0900852,	0.0429457,	0.0471967,	0.0767788
0.0892742,	0.0423555,	0.046699,	0.0759648
0.0884788,	0.0417805,	0.0462108,	0.0751686
0.087699,	0.0412205,	0.0457319,	0.0743903
0.0869295,	0.0406723,	0.0452591,	0.0736253
0.0861679,	0.0401338,	0.0447913,	0.072871
0.0854203,	0.0396075,	0.0443315,	0.0721327
0.0846867,	0.0390913,	0.0438797,	0.0714115
0.0839639,	0.038582,	0.0434349,	0.0707028
0.0832346,	0.0380605,	0.0429883,	0.0699856
0.08249,	0.0375347,	0.0425343,	0.0692553
0.0817421,	0.0370026,	0.0420797,	0.068522
0.0810049,	0.0364812,	0.041632,	0.0677986
0.0802804,	0.0359697,	0.0411915,	0.0670875
0.079567,	0.0354704,	0.040757,	0.0663876
0.0788644,	0.0349832,	0.0403283,	0.0656992
0.0781737,	0.0345096,	0.0399058,	0.0650241
0.0774964,	0.03405,	0.0394905,	0.0643648
0.0768326,	0.033604,	0.0390827,	0.0637217
0.0761819,	0.0331711,	0.0386824,	0.0630946
0.0755436,	0.0327505,	0.0382892,	0.062483
0.074914,	0.0323375,	0.0379014,	0.0618841
0.0742895,	0.0319279,	0.0375179,	0.0612913
0.0736722,	0.0315233,	0.0371399,	0.0607052
0.0730612,	0.0311243,	0.0367662,	0.0601253
0.0724457,	0.0307248,	0.0363909,	0.0595417
0.0718448,	0.0303401,	0.0360245,	0.0589751
0.0712487,	0.0299523,	0.0356617,	0.0584132
0.0706471,	0.0295658,	0.0352967,	0.0578463
0.0700469,	0.029181,	0.0349329,	0.0572829
0.0694524,	0.0287979,	0.0345731,	0.0567241
0.0688629,	0.0284192,	0.0342167,	0.0561687
0.0682805,	0.0280425,	0.0338648,	0.0556205
0.0677053,	0.0276759,	0.0335177,	0.0550791
0.0671381,	0.0273194,	0.0331752,	0.054546
0.0665788,	0.0269724,	0.0328371,	0.0540215
0.0660292,	0.0266362,	0.0325039,	0.0535096
0.0654862,	0.0263052,	0.0321748,	0.0530046
0.064951,	0.0259811,	0.0318508,	0.0525079
0.0644241,	0.0256647,	0.031532,	0.0520206
0.0639058,	0.0253562,	0.0312184,	0.0515431
0.0633957,	0.0250554,	0.03091,	0.0510748
0.0628936,	0.0247619,	0.0306066,	0.0506157
0.0623987,	0.0244749,	0.0303082,	0.0501648
0.0619107,	0.024194,	0.0300147,	0.0497216
0.0614293,	0.0239188,	0.0297259,	0.0492857
0.0609515,	0.0236479,	0.02944,	0.0488544
0.0604759,	0.0233797,	0.0291563,	0.048426
0.0600003,	0.0231129,	0.0288733,	0.0479982
0.0595312,	0.0228518,	0.0285946,	0.0475773
0.0590709,	0.0225961,	0.0283213,	0.047168
0.0586159,	0.0223433,	0.0280524,	0.0467639
0.0581626,	0.0220894,	0.0277853,	0.0463619
0.0577073,	0.0218318,	0.0275181,	0.0459567
0.0572543,	0.0215784,	0.0272532,	0.045553
0.0568027,	0.0213287,	0.0269894,	0.0451501
0.0563567,	0.0210843,	0.0267289,	0.0447525
0.0559163,	0.0208448,	0.0264715,	0.0443602
0.0554818,	0.0206115,	0.0262175,	0.0439738
0.0550539,	0.0203833,	0.0259674,	0.0435946
0.054633,	0.0201564,	0.0257216,	0.0432237
0.0542161,	0.0199304,	0.0254787,	0.0428556
0.053804,	0.0197014,	0.0252387,	0.0424912
0.0533951,	0.0194785,	0.0250012,	0.0421287
0.052991,	0.0192624,	0.0247665,	0.0417708
0.0525926,	0.0190529,	0.024535,	0.0414188
0.0522003,	0.0188497,	0.024307,	0.0410732
0.0518139,	0.0186522,	0.0240824,	0.0407343
