rho,	rhou,	rhov,	rhoet
0.649217,	0.492375,	0.432005,	0.723018
0.601183,	0.47226,	0.35391,	0.67366
0.542908,	0.431781,	0.303716,	0.611695
0.493599,	0.394769,	0.268894,	0.556745
0.457957,	0.367432,	0.24544,	0.514957
0.434421,	0.349181,	0.230551,	0.486019
0.418343,	0.33634,	0.221323,	0.46594
0.405248,	0.325374,	0.215068,	0.450146
0.392736,	0.314587,	0.2099,	0.435694
0.380482,	0.304019,	0.204931,	0.421714
0.369204,	0.294469,	0.200033,	0.408646
0.359561,	0.286514,	0.195416,	0.397157
0.351566,	0.280059,	0.191265,	0.387424
0.344632,	0.274476,	0.187562,	0.379002
0.338111,	0.269166,	0.18415,	0.37126
0.331592,	0.263798,	0.18083,	0.363697
0.325014,	0.258361,	0.177474,	0.356118
0.318614,	0.253132,	0.174086,	0.348698
0.312578,	0.248274,	0.17073,	0.341619
0.306915,	0.243759,	0.167461,	0.33493
0.301452,	0.239378,	0.164279,	0.328485
0.296024,	0.234993,	0.161145,	0.322129
0.290522,	0.230518,	0.158008,	0.315734
0.284929,	0.225954,	0.154831,	0.30925
0.279306,	0.221356,	0.151612,	0.302711
0.273706,	0.216782,	0.148356,	0.296152
0.268166,	0.212266,	0.14509,	0.289634
0.262638,	0.207753,	0.141814,	0.283126
0.257065,	0.203184,	0.138518,	0.276579
0.251389,	0.198496,	0.13518,	0.269915
0.245608,	0.193706,	0.131779,	0.263111
0.239772,	0.188875,	0.128326,	0.256229
0.233887,	0.183998,	0.124824,	0.249272
0.227978,	0.179106,	0.121289,	0.242296
0.222,	0.174138,	0.117715,	0.235236
0.215949,	0.169094,	0.1141,	0.22808
0.209856,	0.164012,	0.110454,	0.220875
0.203731,	0.158896,	0.106787,	0.213633
0.197608,	0.153778,	0.103115,	0.206405
0.191459,	0.148611,	0.0994419,	0.199137
0.185311,	0.143428,	0.0957797,	0.191859
0.179197,	0.138253,	0.0921431,	0.184607
0.173145,	0.133116,	0.0885491,	0.177419
0.167187,	0.12804,	0.0850155,	0.170339
0.161314,	0.123001,	0.0815529,	0.163347
0.155538,	0.118012,	0.0781694,	0.156448
0.149898,	0.113119,	0.0748792,	0.149698
0.144422,	0.108353,	0.0716954,	0.143137
0.139138,	0.103748,	0.0686315,	0.136813
0.134049,	0.0992967,	0.0656939,	0.130725
0.129152,	0.0949852,	0.0628886,	0.12487
0.124445,	0.090823,	0.060215,	0.119242
0.119944,	0.0868381,	0.057676,	0.113873
0.11566,	0.0830491,	0.0552739,	0.108785
0.111599,	0.0794693,	0.053009,	0.103996
0.107753,	0.0760907,	0.0508784,	0.0994975
0.104106,	0.0728954,	0.0488762,	0.0952656
0.100654,	0.0698799,	0.0469987,	0.0912988
0.0973729,	0.0670068,	0.0452351,	0.08755
0.0942551,	0.0642789,	0.043577,	0.0840117
0.0912934,	0.0616988,	0.0420174,	0.0806796
0.0884832,	0.0592669,	0.0405497,	0.0775514
0.0858143,	0.0569731,	0.0391665,	0.0746132
0.0832744,	0.0548037,	0.037861,	0.0718466
0.0808545,	0.0527502,	0.0366264,	0.0692389
0.0785456,	0.0508037,	0.0354565,	0.0667773
0.0763407,	0.0489574,	0.034346,	0.0644531
0.074226,	0.0471943,	0.033288,	0.0622426
0.072195,	0.0455103,	0.0322771,	0.0601373
0.070242,	0.0438975,	0.0313087,	0.0581278
0.0683612,	0.0423531,	0.0303786,	0.056208
0.066544,	0.0408672,	0.0294827,	0.054364
0.064787,	0.0394342,	0.0286181,	0.0525896
0.0630863,	0.038052,	0.0277817,	0.0508804
0.0614384,	0.0367164,	0.0269711,	0.0492309
0.0598402,	0.0354288,	0.0261846,	0.0476405
0.0582891,	0.0341873,	0.0254205,	0.0461065
0.0567832,	0.0329912,	0.0246777,	0.0446283
0.0553208,	0.0318394,	0.0239553,	0.0432049
0.0538972,	0.0307258,	0.0232516,	0.0418285
0.0525105,	0.0296501,	0.0225657,	0.0404977
0.0511594,	0.0286125,	0.0218968,	0.039212
0.0498417,	0.0276106,	0.0212442,	0.0379687
0.0485551,	0.0266417,	0.0206072,	0.0367646
0.0472984,	0.0257048,	0.0199854,	0.0355983
0.0460708,	0.024799,	0.0193785,	0.0344696
0.0448701,	0.0239219,	0.0187859,	0.0333752
0.0436943,	0.0230713,	0.0182069,	0.0323118
0.0425427,	0.0222473,	0.0176412,	0.0312789
0.0414145,	0.0214501,	0.0170882,	0.0302764
0.0403092,	0.0206793,	0.0165479,	0.0293036
0.0392258,	0.0199341,	0.0160198,	0.0283593
0.0381636,	0.0192135,	0.0155038,	0.0274426
0.0371217,	0.0185166,	0.0149996,	0.0265523
0.0360996,	0.0178425,	0.0145072,	0.0256874
0.0350973,	0.0171921,	0.0140265,	0.0248492
0.0341138,	0.0165616,	0.0135575,	0.0240348
0.0331479,	0.0159507,	0.0130996,	0.0232422
0.0321991,	0.0153588,	0.0126527,	0.0224706
0.031267,	0.0147851,	0.0122165,	0.021719
0.0303517,	0.0142298,	0.0117911,	0.0209876
0.0294533,	0.0136928,	0.0113763,	0.0202765
0.0285716,	0.0131738,	0.010972,	0.0195854
0.0277066,	0.0126724,	0.0105782,	0.0189138
0.0268579,	0.0121879,	0.0101947,	0.018261
0.0260254,	0.0117197,	0.00982121,	0.0176265
0.0252089,	0.0112671,	0.00945775,	0.0170096
0.0244081,	0.0108296,	0.00910413,	0.0164098
0.023623,	0.0104066,	0.00876021,	0.0158265
0.0228534,	0.00999771,	0.00842588,	0.0152593
0.0220993,	0.00960234,	0.00810099,	0.0147078
0.0213606,	0.00922012,	0.00778542,	0.0141716
0.0206373,	0.00885063,	0.00747902,	0.0136504
0.0199293,	0.0084935,	0.00718167,	0.0131438
0.0192365,	0.00814836,	0.00689321,	0.0126514
0.018559,	0.00781484,	0.0066135,	0.012173
0.0178967,	0.00749262,	0.0063424,	0.0117083
0.0172496,	0.00718136,	0.00607976,	0.0112569
0.0166177,	0.00688074,	0.00582542,	0.0108187
0.0160008,	0.00659047,	0.00557925,	0.0103933
0.0153991,	0.00631025,	0.00534108,	0.00998049
0.0148123,	0.00603979,	0.00511076,	0.00958004
0.0142405,	0.00577875,	0.00488814,	0.00919167
0.0136836,	0.00552684,	0.00467307,	0.00881515
0.0131414,	0.00528387,	0.00446539,	0.00845025
0.0126142,	0.00504974,	0.00426499,	0.00809708
0.0121015,	0.00482376,	0.00407166,	0.00775488
0.0116033,	0.00460578,	0.00388525,	0.00742346
0.0111194,	0.00439583,	0.00370558,	0.00710277
0.0106499,	0.0041938,	0.00353249,	0.00679268
0.0101945,	0.00399962,	0.00336583,	0.0064931
0.00975323,	0.00381301,	0.00320543,	0.00620381
0.00932575,	0.00363352,	0.00305116,	0.00592439
0.00891195,	0.00346098,	0.00290287,	0.0056547
0.00851167,	0.00329519,	0.0027604,	0.00539452
0.00812474,	0.00313593,	0.0026236,	0.00514367
0.00775095,	0.00298301,	0.00249234,	0.00490194
0.0073901,	0.00283624,	0.00236645,	0.00466911
0.00704198,	0.00269541,	0.00224579,	0.004445
0.00670638,	0.00256037,	0.0021302,	0.00422939
0.00638307,	0.00243091,	0.00201954,	0.00402208
0.00607182,	0.00230689,	0.00191366,	0.00382287
0.00577237,	0.00218812,	0.0018124,	0.00363157
0.0054845,	0.00207444,	0.00171563,	0.00344796
0.00520794,	0.00196569,	0.00162319,	0.00327186
0.00494245,	0.00186171,	0.00153496,	0.00310304
0.00468775,	0.00176234,	0.00145077,	0.00294133
0.00444358,	0.00166744,	0.0013705,	0.0027865
0.00420967,	0.00157684,	0.00129401,	0.00263838
0.00398576,	0.00149041,	0.00122116,	0.00249674
0.00377156,	0.001408,	0.00115182,	0.00236141
0.00356679,	0.00132946,	0.00108586,	0.00223217
0.00337119,	0.00125466,	0.00102315,	0.00210884
0.00318447,	0.00118345,	0.000963563,	0.00199122
0.00300635,	0.00111571,	0.000906984,	0.00187912
0.00283657,	0.0010513,	0.000853288,	0.00177235
0.00267483,	0.000990101,	0.00080236,	0.00167073
0.00252088,	0.000931979,	0.000754086,	0.00157406
0.00237442,	0.000876814,	0.000708353,	0.00148216
0.00223521,	0.000824487,	0.000665054,	0.00139487
0.00210298,	0.00077492,	0.000624086,	0.00131203
0.00197746,	0.000727948,	0.000585347,	0.00123345
0.00185838,	0.000683459,	0.000548732,	0.00115894
0.00174549,	0.000641352,	0.000514143,	0.00108831
0.00163853,	0.000601524,	0.000481489,	0.00102143
0.00153727,	0.000563875,	0.000450679,	0.000958132
0.00144147,	0.000528309,	0.000421628,	0.000898268
0.00135089,	0.000494732,	0.000394252,	0.000841689
0.00126531,	0.00046305,	0.00036847,	0.000788251
0.00118451,	0.000433176,	0.000344203,	0.000737813
0.00110827,	0.000405022,	0.000321375,	0.000690235
0.00103638,	0.000378507,	0.000299914,	0.000645385
0.000968638,	0.000353548,	0.000279749,	0.000603133
0.000904841,	0.000330069,	0.000260812,	0.000563352
0.0008448,	0.000307994,	0.000243039,	0.000525922
0.000788329,	0.000287253,	0.000226368,	0.000490725
0.000735249,	0.000267775,	0.000210738,	0.000457648
0.000685388,	0.000249495,	0.000196094,	0.000426583
0.000638579,	0.000232348,	0.00018238,	0.000397425
0.000594662,	0.000216273,	0.000169545,	0.000370072
0.000553485,	0.000201212,	0.000157539,	0.000344429
0.000514899,	0.00018711,	0.000146314,	0.000320403
0.000478762,	0.000173912,	0.000135825,	0.000297905
0.00044494,	0.000161567,	0.00012603,	0.000276851
0.000413303,	0.000150027,	0.000116887,	0.000257158
0.000383727,	0.000139246,	0.000108357,	0.00023875
0.000356094,	0.000129178,	0.000100404,	0.000221553
0.000330291,	0.000119782,	9.29929e-05,	0.000205496
0.00030621,	0.000111017,	8.60897e-05,	0.000190511
0.00028375,	0.000102847,	7.96632e-05,	0.000176536
0.000262812,	9.52336e-05,	7.36836e-05,	0.000163509
0.000243305,	8.81437e-05,	6.81226e-05,	0.000151373
0.000225141,	8.15446e-05,	6.29536e-05,	0.000140072
0.000208237,	7.54055e-05,	5.81514e-05,	0.000129556
0.000192513,	6.96974e-05,	5.36922e-05,	0.000119774
0.000177895,	6.43927e-05,	4.95536e-05,	0.000110681
0.000164313,	5.94654e-05,	4.57144e-05,	0.000102232
0.0001517,	5.48911e-05,	4.21547e-05,	9.43859e-05
0.000139993,	5.06465e-05,	3.88557e-05,	8.71034e-05
0.000129132,	4.67099e-05,	3.57999e-05,	8.03473e-05
0.000119062,	4.30608e-05,	3.29706e-05,	7.4083e-05
0.000109729,	3.96799e-05,	3.03524e-05,	6.82774e-05
0.000101084,	3.65489e-05,	2.79306e-05,	6.28998e-05
9.30799e-05,	3.36508e-05,	2.56916e-05,	5.7921e-05
8.56735e-05,	3.09696e-05,	2.36225e-05,	5.33137e-05
7.88232e-05,	2.84902e-05,	2.17112e-05,	4.90523e-05
7.24902e-05,	2.61985e-05,	1.99467e-05,	4.51127e-05
6.66385e-05,	2.40813e-05,	1.83182e-05,	4.14723e-05
6.12339e-05,	2.21262e-05,	1.68161e-05,	3.81101e-05
5.62447e-05,	2.03217e-05,	1.54312e-05,	3.50062e-05
5.1641e-05,	1.86569e-05,	1.41548e-05,	3.2142e-05
4.73952e-05,	1.71217e-05,	1.29789e-05,	2.95004e-05
4.3481e-05,	1.57066e-05,	1.18962e-05,	2.70652e-05
3.98744e-05,	1.44029e-05,	1.08997e-05,	2.48211e-05
3.65526e-05,	1.32022e-05,	9.98292e-06,	2.27542e-05
3.34945e-05,	1.2097e-05,	9.1398e-06,	2.08514e-05
3.06803e-05,	1.10801e-05,	8.36479e-06,	1.91003e-05
2.80919e-05,	1.01448e-05,	7.65267e-06,	1.74895e-05
2.57121e-05,	9.28503e-06,	6.99861e-06,	1.60085e-05
2.3525e-05,	8.49492e-06,	6.39813e-06,	1.46475e-05
2.15159e-05,	7.76917e-06,	5.84706e-06,	1.33971e-05
1.96711e-05,	7.10281e-06,	5.34154e-06,	1.22489e-05
1.79778e-05,	6.49124e-06,	4.878e-06,	1.1195e-05
1.64243e-05,	5.93018e-06,	4.45311e-06,	1.02281e-05
1.49996e-05,	5.41567e-06,	4.0638e-06,	9.3413e-06
1.36936e-05,	4.94403e-06,	3.70725e-06,	8.52832e-06
1.24968e-05,	4.51188e-06,	3.38081e-06,	7.78333e-06
1.14006e-05,	4.11606e-06,	3.08206e-06,	7.1009e-06
1.03969e-05,	3.75365e-06,	2.80875e-06,	6.47603e-06
9.47831e-06,	3.42197e-06,	2.55882e-06,	5.9041e-06
8.63787e-06,	3.11853e-06,	2.33034e-06,	5.38082e-06
7.86924e-06,	2.84103e-06,	2.12157e-06,	4.90224e-06
7.16658e-06,	2.58735e-06,	1.93085e-06,	4.46471e-06
6.52446e-06,	2.35553e-06,	1.75671e-06,	4.06486e-06
5.93788e-06,	2.14377e-06,	1.59776e-06,	3.69957e-06
5.40225e-06,	1.9504e-06,	1.45271e-06,	3.366e-06
