rho,	rhou,	rhov,	rhoet
0.119035,	0.0904337,	0.0790848,	0.132566
0.117551,	0.086532,	0.0759051,	0.126116
0.116326,	0.0869357,	0.0738576,	0.126338
0.114862,	0.0861149,	0.0718048,	0.125043
0.113644,	0.0857528,	0.0701249,	0.124287
0.112256,	0.0852519,	0.0686194,	0.123417
0.110791,	0.0846158,	0.0671691,	0.122366
0.109303,	0.0839061,	0.0657596,	0.121286
0.107633,	0.0829859,	0.0645171,	0.119905
0.106182,	0.0821735,	0.0631511,	0.118659
0.104544,	0.0811939,	0.0618561,	0.117191
0.102984,	0.0802294,	0.0606089,	0.115687
0.101436,	0.0792375,	0.0594034,	0.114169
0.0999021,	0.0782323,	0.0582273,	0.112702
0.0984151,	0.0773019,	0.0571341,	0.111299
0.0969977,	0.076402,	0.0560302,	0.109818
0.0955577,	0.075407,	0.0549569,	0.108361
0.0941952,	0.0745008,	0.0539374,	0.106936
0.0929355,	0.0736761,	0.0529276,	0.105622
0.0916817,	0.0728399,	0.0520312,	0.104188
0.09053,	0.0721215,	0.0510919,	0.102996
0.0893861,	0.0713,	0.0502092,	0.10169
0.0882484,	0.0705471,	0.0494127,	0.100424
0.0873896,	0.0700994,	0.0486569,	0.0993792
0.0864871,	0.0694056,	0.0478532,	0.0982736
0.0852359,	0.0684977,	0.046842,	0.0970664
0.084175,	0.0678594,	0.0460936,	0.0955461
0.0830914,	0.0670232,	0.0454267,	0.0938995
0.0826349,	0.0666819,	0.0444178,	0.0931146
0.082565,	0.0670474,	0.0436091,	0.092954
0.0814529,	0.0658715,	0.0431138,	0.0914035
0.0810347,	0.065677,	0.0425746,	0.0908804
0.0808398,	0.0654429,	0.0422824,	0.0899149
0.0809064,	0.0659272,	0.0419735,	0.0902136
0.0805264,	0.0651944,	0.0412553,	0.0894609
0.0798259,	0.0644683,	0.0412876,	0.0881965
0.0801979,	0.064861,	0.0409424,	0.0884045
0.0801278,	0.0648365,	0.0408337,	0.0882318
0.0800856,	0.0648462,	0.0407812,	0.088141
0.0797087,	0.0644928,	0.0408934,	0.0876744
0.0804952,	0.0653429,	0.0406636,	0.0885753
0.0799566,	0.0647686,	0.0408473,	0.0879351
0.0802492,	0.0652308,	0.0406491,	0.0891768
