rho,	rhou,	rhov,	rhoet
0.0550422,	0.0495082,	0.031477,	0.0630509
0.0586088,	0.0524253,	0.0324276,	0.0661243
0.0575471,	0.0516116,	0.0313762,	0.0651361
0.0562144,	0.050494,	0.0304938,	0.0637962
0.0549173,	0.0493994,	0.0296511,	0.0624786
0.0536576,	0.0483297,	0.0288455,	0.0611857
0.0524359,	0.0472861,	0.0280747,	0.0599188
0.0512523,	0.0462693,	0.0273367,	0.0586788
0.0509972,	0.0475619,	0.0265181,	0.0602672
0.0485487,	0.0437054,	0.0261361,	0.0556699
0.0475329,	0.0427887,	0.0254912,	0.0545251
0.0465899,	0.0419675,	0.0248725,	0.0534817
0.0457005,	0.0411924,	0.0242829,	0.0524875
0.0448612,	0.0404613,	0.0237224,	0.0515406
0.0440736,	0.0397738,	0.0231888,	0.0506419
0.0433316,	0.0391259,	0.0226823,	0.0497874
0.0426341,	0.0385165,	0.0222022,	0.0489767
0.0419819,	0.0379579,	0.0217514,	0.0482282
0.0413665,	0.0374153,	0.0213193,	0.0474951
0.0407892,	0.0369115,	0.0209145,	0.0468101
0.040247,	0.0364383,	0.0205333,	0.046163
0.0397383,	0.0359941,	0.0201813,	0.0455569
0.0392608,	0.0355806,	0.0198476,	0.0449861
0.0388102,	0.0351838,	0.0195327,	0.0444384
0.038386,	0.0348127,	0.0192394,	0.0439245
0.0379857,	0.0344621,	0.0189657,	0.0434388
0.0376109,	0.0341452,	0.0187132,	0.0429999
0.0372527,	0.0338267,	0.018473,	0.0425601
0.0369127,	0.0335288,	0.0182512,	0.0421506
0.0365896,	0.033246,	0.0180449,	0.041763
0.0362776,	0.0329757,	0.0178366,	0.0413791
0.035994,	0.0327288,	0.0176518,	0.041026
0.0357326,	0.0324982,	0.0174878,	0.0407024
0.0354953,	0.0322977,	0.0173482,	0.0404241
0.0352733,	0.0321003,	0.0172251,	0.0401595
0.0352747,	0.0321497,	0.0170404,	0.0402676
0.03508,	0.0319626,	0.0169682,	0.0400399
0.0343591,	0.0312869,	0.0172341,	0.0392227
