rho,	rhou,	rhov,	rhoet
0.0302927,	0.0210565,	0.0258365,	0.0362779
0.0302689,	0.021238,	0.0254091,	0.0364048
0.029917,	0.0211107,	0.0248973,	0.0361884
0.0293162,	0.0207564,	0.0242988,	0.0356928
0.0285285,	0.0202369,	0.0236191,	0.0349721
0.0276031,	0.0195989,	0.0228677,	0.0340721
0.0265794,	0.0188784,	0.0220568,	0.033032
0.0254892,	0.0181031,	0.0211991,	0.0318859
0.0243578,	0.0172946,	0.0203075,	0.0306627
0.0232118,	0.0164694,	0.0193941,	0.0293874
0.0220934,	0.0156407,	0.0184698,	0.0280812
0.020977,	0.0148444,	0.0175444,	0.0267617
0.0198737,	0.0140607,	0.0166265,	0.0254505
0.0187924,	0.0132929,	0.0157231,	0.024177
0.0177401,	0.0125459,	0.0148564,	0.0229224
0.0167221,	0.0119789,	0.0140168,	0.021695
0.0158857,	0.012473,	0.0132033,	0.0205014
0.0165177,	0.0128733,	0.0124188,	0.0193466
0.017035,	0.0131817,	0.0123021,	0.0199142
0.0174388,	0.0134007,	0.0128287,	0.0205509
0.017732,	0.0135343,	0.0132746,	0.0210602
0.0179188,	0.0135872,	0.0136382,	0.0214437
0.0180048,	0.013565,	0.0139192,	0.0217047
0.0179965,	0.013474,	0.0141188,	0.0218481
0.0179014,	0.0133209,	0.0142396,	0.0218804
0.0177274,	0.0131126,	0.014285,	0.0218088
0.0174829,	0.012856,	0.0142595,	0.0216418
0.0171761,	0.0125579,	0.0141682,	0.0213881
0.0168637,	0.0122696,	0.0140168,	0.0210568
0.0165331,	0.0119733,	0.0138111,	0.0206596
0.0161566,	0.0116477,	0.0135674,	0.0202973
0.015766,	0.0112985,	0.0133365,	0.0198764
0.0153416,	0.0109308,	0.0130643,	0.0194051
0.0149004,	0.011358,	0.0127564,	0.0188969
0.0147382,	0.0117382,	0.0124385,	0.0183775
0.0152364,	0.012058,	0.0120947,	0.0178282
0.0156618,	0.0123165,	0.0117354,	0.0181925
0.0160129,	0.0125136,	0.0116399,	0.0187315
0.016289,	0.0126499,	0.012023,	0.0191866
0.0164908,	0.0127271,	0.0123518,	0.0195562
0.0166198,	0.0127473,	0.0126244,	0.0198397
0.0166783,	0.0127135,	0.0128398,	0.0200379
0.0166694,	0.0126289,	0.0129979,	0.0201525
0.016597,	0.0124974,	0.0130991,	0.0201861
0.0164652,	0.012323,	0.0131451,	0.0201426
0.0162754,	0.0121708,	0.0131363,	0.0200222
0.0161265,	0.0120338,	0.0130764,	0.0198329
0.0159709,	0.0118584,	0.0129696,	0.0196262
0.0157659,	0.0116486,	0.0128318,	0.0194817
0.0155471,	0.0114289,	0.0127501,	0.0192753
0.0153149,	0.011208,	0.0126254,	0.0190123
0.0150593,	0.0112187,	0.0124611,	0.0187353
0.0147887,	0.0115621,	0.012296,	0.0184445
0.0148521,	0.0118542,	0.0121108,	0.0181106
0.0152466,	0.0120937,	0.0119086,	0.0177792
0.0155783,	0.0122801,	0.0116939,	0.0181712
0.0158461,	0.0124134,	0.0115613,	0.0186014
0.0160498,	0.0124944,	0.0118783,	0.0189586
0.01619,	0.0125246,	0.0121475,	0.0192414
0.0162657,	0.012501,	0.0123666,	0.0194468
0.0162766,	0.0124223,	0.012534,	0.0195734
0.0162305,	0.0123016,	0.0126517,	0.0196297
0.0161306,	0.0121724,	0.0127204,	0.0196179
0.0159805,	0.0121436,	0.0127413,	0.0195409
0.0159133,	0.0120719,	0.0127163,	0.0194024
0.0158503,	0.0119603,	0.0126476,	0.0192564
0.0157369,	0.0118119,	0.0125381,	0.0192243
0.0155767,	0.0116634,	0.0125102,	0.0191301
0.0154372,	0.0115315,	0.0124676,	0.0189774
0.0152902,	0.0113678,	0.012382,	0.0187657
0.0151131,	0.0115334,	0.0122583,	0.0186208
0.0149513,	0.011816,	0.0121686,	0.0184342
0.0150988,	0.0120497,	0.0120589,	0.0182103
0.0154268,	0.0122332,	0.0119206,	0.0180079
0.0156954,	0.0123664,	0.0117984,	0.0183484
