rho,	rhou,	rhov,	rhoet
0.336877,	0.251882,	0.23603,	0.377268
0.350483,	0.272549,	0.215251,	0.39011
0.351908,	0.278687,	0.201761,	0.391551
0.343998,	0.27447,	0.19108,	0.383531
0.329026,	0.263051,	0.180762,	0.368006
0.31152,	0.249125,	0.170436,	0.349539
0.293757,	0.23487,	0.160453,	0.330404
0.277357,	0.221773,	0.151226,	0.312297
0.263506,	0.210892,	0.143149,	0.296515
0.252958,	0.202864,	0.136534,	0.283944
0.245932,	0.197821,	0.131567,	0.274973
0.242087,	0.195383,	0.128257,	0.269433
0.240633,	0.194792,	0.126433,	0.266677
0.240518,	0.195095,	0.12576,	0.26572
0.240639,	0.195343,	0.125785,	0.265439
0.239951,	0.194673,	0.125995,	0.264702
0.237974,	0.192752,	0.126003,	0.262884
0.234638,	0.189613,	0.125571,	0.259769
0.230171,	0.185533,	0.124603,	0.255459
0.225001,	0.18095,	0.123126,	0.250294
0.219667,	0.176374,	0.121264,	0.244768
0.214731,	0.172312,	0.119203,	0.239436
0.21068,	0.169179,	0.117155,	0.234821
0.207832,	0.167211,	0.115315,	0.231309
0.206311,	0.166457,	0.113849,	0.229118
0.205989,	0.166733,	0.112846,	0.228216
0.206534,	0.167683,	0.112312,	0.228348
0.207463,	0.168844,	0.112162,	0.229078
0.208218,	0.169708,	0.112229,	0.22985
0.208316,	0.169865,	0.112309,	0.230137
0.207533,	0.169161,	0.112237,	0.22964
0.205819,	0.167595,	0.111888,	0.228223
0.203306,	0.16534,	0.111203,	0.225945
0.200251,	0.162665,	0.110187,	0.223005
0.196978,	0.159882,	0.1089,	0.219695
0.193868,	0.157345,	0.107456,	0.216388
0.19124,	0.155329,	0.105987,	0.21343
0.189305,	0.153997,	0.104622,	0.21108
0.188142,	0.153378,	0.103467,	0.209485
0.187688,	0.153372,	0.102593,	0.208649
0.187737,	0.153756,	0.10201,	0.208424
0.187949,	0.154192,	0.10166,	0.208498
0.187945,	0.15434,	0.101426,	0.208492
0.187444,	0.153964,	0.101179,	0.208092
0.186309,	0.152969,	0.100805,	0.207102
0.18454,	0.151391,	0.100225,	0.20546
0.18226,	0.149375,	0.0994053,	0.203235
0.179667,	0.147124,	0.0983568,	0.200587
0.177009,	0.144878,	0.0971344,	0.197748
0.17453,	0.142861,	0.0958224,	0.194974
0.172421,	0.141233,	0.094517,	0.192489
0.17078,	0.140054,	0.0933065,	0.190438
0.169604,	0.139293,	0.0922551,	0.188869
0.168783,	0.138822,	0.0913857,	0.187713
0.168124,	0.138443,	0.0906767,	0.1868
0.167353,	0.137897,	0.0900503,	0.185855
0.166282,	0.137021,	0.0894195,	0.184663
0.16481,	0.135742,	0.0887024,	0.183079
0.162933,	0.134078,	0.0878388,	0.181051
0.160737,	0.132136,	0.0868056,	0.178632
0.158358,	0.13006,	0.0856154,	0.175942
0.155938,	0.127982,	0.0843072,	0.173124
0.15362,	0.126033,	0.0829449,	0.17035
0.151485,	0.124277,	0.0815875,	0.167724
0.149553,	0.122714,	0.0802823,	0.165301
0.147795,	0.121301,	0.0790565,	0.163078
0.146122,	0.119942,	0.0779041,	0.160975
0.144427,	0.118529,	0.0767957,	0.158883
0.142619,	0.116977,	0.0756899,	0.156692
0.140663,	0.115267,	0.0745491,	0.154342
0.138559,	0.11341,	0.0733484,	0.151816
0.136344,	0.111449,	0.0720822,	0.149141
0.134064,	0.109432,	0.0707604,	0.146366
0.131769,	0.107406,	0.0694036,	0.143547
0.129495,	0.105406,	0.0680356,	0.14073
0.127264,	0.103444,	0.0666777,	0.13795
0.125071,	0.101508,	0.0653405,	0.135208
0.122913,	0.0995972,	0.0640309,	0.13251
0.120769,	0.0976843,	0.0627451,	0.129833
0.118624,	0.0957553,	0.0614747,	0.127156
0.116475,	0.0938136,	0.0602126,	0.124472
0.114326,	0.0918643,	0.0589548,	0.121782
0.112187,	0.0899219,	0.0577023,	0.1191
0.110072,	0.0880006,	0.0564612,	0.11645
0.107971,	0.0860818,	0.0552317,	0.11381
0.105896,	0.084184,	0.0540201,	0.111201
0.103852,	0.0823134,	0.0528307,	0.108633
0.101841,	0.0804712,	0.0516659,	0.10611
0.0998641,	0.0786592,	0.0505262,	0.103633
0.0979221,	0.0768786,	0.0494114,	0.101205
0.0960144,	0.0751235,	0.0483216,	0.0988229
0.0941375,	0.0733897,	0.0472542,	0.0964781
0.0922984,	0.0716917,	0.0462105,	0.0941831
0.0905018,	0.0700358,	0.0451915,	0.0919447
0.0887523,	0.0684283,	0.0441992,	0.0897726
