rho,	rhou,	rhov,	rhoet
0.453211,	0.231551,	0.389577,	0.517817
0.494588,	0.29818,	0.341132,	0.549962
0.499142,	0.316785,	0.316641,	0.55424
0.495337,	0.320226,	0.303894,	0.550094
0.489542,	0.318985,	0.29595,	0.544298
0.474695,	0.30907,	0.28711,	0.529622
0.443472,	0.286132,	0.272169,	0.498561
0.410736,	0.262298,	0.256421,	0.46538
0.380263,	0.24075,	0.241147,	0.433641
0.356104,	0.224931,	0.227707,	0.406998
0.341713,	0.217655,	0.217345,	0.388663
0.338156,	0.219245,	0.210881,	0.380186
0.343156,	0.226873,	0.208423,	0.380529
0.352427,	0.236351,	0.209336,	0.386568
0.362161,	0.244549,	0.212559,	0.39488
0.370482,	0.250364,	0.217108,	0.403267
0.376054,	0.253227,	0.22187,	0.409886
0.378848,	0.253594,	0.226209,	0.414202
0.378247,	0.251256,	0.229396,	0.415316
0.371369,	0.244109,	0.229843,	0.410254
0.355407,	0.230261,	0.225891,	0.396147
0.337553,	0.21574,	0.220103,	0.379537
0.32054,	0.202873,	0.213465,	0.362948
0.307179,	0.194022,	0.207026,	0.349
0.29979,	0.190964,	0.201746,	0.339961
0.299473,	0.194123,	0.198398,	0.337208
0.305417,	0.202076,	0.197356,	0.340597
0.315266,	0.212238,	0.198519,	0.348533
0.326146,	0.221994,	0.201364,	0.358601
0.336237,	0.230008,	0.205306,	0.368968
0.344652,	0.235875,	0.209783,	0.378482
0.35035,	0.239118,	0.214043,	0.385859
0.352322,	0.239157,	0.217308,	0.389809
0.349906,	0.235692,	0.218911,	0.389424
0.340084,	0.226517,	0.217243,	0.381643
0.327001,	0.215349,	0.213468,	0.370082
0.313378,	0.204556,	0.208463,	0.357205
0.301592,	0.196159,	0.203076,	0.345239
0.293828,	0.191895,	0.198189,	0.336328
0.29145,	0.192588,	0.194569,	0.332037
0.294312,	0.197555,	0.192678,	0.332726
0.300969,	0.205055,	0.192641,	0.337586
0.309327,	0.213043,	0.194207,	0.344995
0.31772,	0.220118,	0.196947,	0.353365
0.325254,	0.225758,	0.200467,	0.361643
0.330644,	0.229164,	0.204033,	0.368346
0.33221,	0.229231,	0.206629,	0.371599
