rho,	rhou,	rhov,	rhoet
0.0398865,	0.0347724,	0.0303616,	0.0485193
0.0361033,	0.0320967,	0.0274487,	0.0450157
0.0314237,	0.0281006,	0.0234971,	0.0396452
0.0273917,	0.0244505,	0.0208279,	0.0348482
0.0239987,	0.0216631,	0.0178105,	0.0308751
0.0206818,	0.0186455,	0.0156577,	0.0267899
0.0181354,	0.0164865,	0.0134131,	0.0236616
0.0180678,	0.0164781,	0.0124897,	0.0221699
0.0183999,	0.0168345,	0.0128251,	0.0228275
0.0183166,	0.0166986,	0.0130849,	0.0228982
0.0178671,	0.0162886,	0.012873,	0.0225027
0.0172484,	0.0157287,	0.0126193,	0.0219128
0.0163368,	0.0148418,	0.0121187,	0.020837
0.0154639,	0.014102,	0.011516,	0.0199093
0.0143262,	0.0130229,	0.0108653,	0.0185377
0.0143054,	0.0132098,	0.0100994,	0.0176361
0.0146731,	0.0135266,	0.0102124,	0.0182195
0.0147138,	0.0135187,	0.0103892,	0.0183532
0.0147153,	0.0135314,	0.0104826,	0.018506
0.0144045,	0.0131991,	0.0104358,	0.0182121
0.0140922,	0.0129224,	0.0102465,	0.0179251
0.0135912,	0.0124586,	0.0100201,	0.0174001
0.0130056,	0.0118903,	0.00963573,	0.0167074
0.0124586,	0.0115708,	0.00927672,	0.0160428
0.0127842,	0.0118433,	0.00886028,	0.0158727
0.0129519,	0.011977,	0.00904618,	0.0161563
0.0130377,	0.0120515,	0.00923052,	0.0163722
0.012906,	0.0118834,	0.00926453,	0.0162692
0.012783,	0.0117865,	0.00923049,	0.0162223
0.0124802,	0.0114951,	0.00912643,	0.0159276
0.0121212,	0.0111458,	0.00891166,	0.0155298
0.0117053,	0.010775,	0.00869599,	0.0150918
0.0115963,	0.0108011,	0.00838369,	0.014454
0.0117983,	0.0109684,	0.00820993,	0.0147163
0.0119475,	0.0111028,	0.00841195,	0.0149946
0.0119199,	0.0110487,	0.00850326,	0.0150309
0.0118794,	0.0110122,	0.00852978,	0.0150586
0.0117061,	0.010843,	0.00850362,	0.0149207
0.0114437,	0.0105797,	0.00837101,	0.0146427
0.0111545,	0.0103205,	0.00824017,	0.0143581
0.0107671,	0.0100886,	0.0080258,	0.013906
0.0109755,	0.0102603,	0.00775713,	0.0137049
0.0111641,	0.0104364,	0.00783278,	0.0140242
0.011211,	0.0104632,	0.00796028,	0.0141532
0.0111876,	0.010433,	0.00800983,	0.0141937
0.011095,	0.0103432,	0.00802946,	0.0141539
0.0108803,	0.0101225,	0.00796069,	0.0139403
0.0106432,	0.0099053,	0.00784523,	0.0137129
0.0103363,	0.00961266,	0.00769174,	0.0133809
0.0104042,	0.00979344,	0.0074671,	0.0130387
0.0105834,	0.009959,	0.00742698,	0.0133381
