rho,	rhou,	rhov,	rhoet
0.833662,	0.349299,	0.840173,	1.02794
0.638028,	0.322288,	0.546146,	0.801678
0.549244,	0.290492,	0.448638,	0.68749
0.507564,	0.272487,	0.409972,	0.629599
0.480352,	0.258055,	0.390533,	0.593444
0.457856,	0.245625,	0.376426,	0.56504
0.440309,	0.236985,	0.365062,	0.542445
0.42726,	0.23153,	0.356129,	0.525236
0.417176,	0.227632,	0.349266,	0.51226
0.408177,	0.224224,	0.343127,	0.501146
0.400402,	0.221686,	0.337538,	0.491574
0.394124,	0.220084,	0.332796,	0.48382
0.388451,	0.218678,	0.328503,	0.477019
0.383125,	0.217372,	0.324466,	0.470798
0.378426,	0.216392,	0.320817,	0.465328
0.37393,	0.215509,	0.317253,	0.460127
0.36989,	0.21476,	0.314036,	0.455506
0.366027,	0.214028,	0.310965,	0.451141
0.362275,	0.213314,	0.307944,	0.446903
0.358869,	0.212752,	0.305144,	0.443042
0.355516,	0.212133,	0.302394,	0.439265
0.352196,	0.211493,	0.299664,	0.435536
0.349083,	0.210943,	0.297054,	0.432012
0.345903,	0.21029,	0.294382,	0.4284
0.342836,	0.209643,	0.291778,	0.424896
0.339832,	0.208982,	0.2892,	0.421431
0.336788,	0.20824,	0.28656,	0.417882
0.333854,	0.207513,	0.283978,	0.414419
0.330529,	0.206669,	0.281315,	0.410652
0.327296,	0.205795,	0.278638,	0.406909
0.324103,	0.204853,	0.275901,	0.403119
0.320937,	0.203817,	0.273094,	0.399258
0.317845,	0.202719,	0.270251,	0.395379
0.314738,	0.201485,	0.267324,	0.391387
0.311653,	0.200175,	0.264345,	0.38734
0.308545,	0.198757,	0.2613,	0.383194
0.305413,	0.197245,	0.25819,	0.378955
0.302238,	0.19565,	0.255018,	0.374619
0.298978,	0.193956,	0.25176,	0.370149
0.295612,	0.192162,	0.248405,	0.36553
0.292177,	0.190281,	0.244975,	0.360794
0.28869,	0.188324,	0.241481,	0.355958
0.285129,	0.186278,	0.237908,	0.351
0.281529,	0.184145,	0.234281,	0.345953
0.277888,	0.181934,	0.230601,	0.340819
0.274226,	0.179652,	0.22688,	0.335615
0.270469,	0.177278,	0.223072,	0.330278
0.266651,	0.174811,	0.219206,	0.324838
0.262815,	0.172248,	0.215292,	0.319327
0.258979,	0.169586,	0.211346,	0.313753
0.25518,	0.166859,	0.207399,	0.30816
