rho,	rhou,	rhov,	rhoet
0.0447506,	0.018707,	0.0451088,	0.0551793
0.043894,	0.0195666,	0.0421828,	0.0540949
0.043106,	0.0202309,	0.0396839,	0.0528396
0.0419573,	0.0202707,	0.0378063,	0.0515279
0.0405752,	0.0199686,	0.0360063,	0.0500549
0.0393679,	0.0195402,	0.0345863,	0.0487752
0.0375377,	0.0189179,	0.0328238,	0.0469224
0.035757,	0.018173,	0.0312853,	0.045048
0.0340244,	0.0175232,	0.0297911,	0.0432416
0.0323568,	0.0166778,	0.0283302,	0.0413064
0.0308742,	0.0158263,	0.0270622,	0.0394646
0.0295569,	0.0150196,	0.0259886,	0.0379978
0.0282003,	0.0142905,	0.0248967,	0.0364345
0.026824,	0.013515,	0.0237868,	0.034799
0.0254401,	0.0128514,	0.0226616,	0.0331063
0.0239681,	0.0120727,	0.0214427,	0.0312572
0.0222599,	0.0128586,	0.0199836,	0.0291225
0.0224637,	0.0134838,	0.0185819,	0.0274649
0.0237875,	0.0140899,	0.0178653,	0.0272184
0.0247998,	0.0145941,	0.0189278,	0.028594
0.0255799,	0.0149517,	0.0198433,	0.0297387
0.0261228,	0.0151452,	0.0206206,	0.0306232
0.0265001,	0.0152653,	0.0212854,	0.0313276
0.0268746,	0.0155039,	0.0219485,	0.0320174
0.0270482,	0.0155835,	0.0224535,	0.0324853
0.0270406,	0.0155252,	0.0228095,	0.0327461
0.0269689,	0.0152666,	0.0228464,	0.032664
0.026753,	0.0149592,	0.0227805,	0.032481
0.0262732,	0.0148811,	0.0223237,	0.0325469
0.0256746,	0.0147298,	0.0216821,	0.0320672
0.0250775,	0.0143375,	0.0209649,	0.0311428
0.0243531,	0.0137881,	0.0202402,	0.0302985
0.0233162,	0.0130715,	0.0195396,	0.029148
0.0222126,	0.0136591,	0.0189084,	0.0280362
0.0213796,	0.0141439,	0.0182814,	0.0269466
0.022264,	0.0145237,	0.0176618,	0.0258904
0.0229888,	0.014799,	0.0170536,	0.0254252
0.0235535,	0.0149707,	0.0171241,	0.0263225
0.023966,	0.0150455,	0.0177894,	0.0270587
0.0242501,	0.0154558,	0.0183536,	0.0276387
0.0249664,	0.0157666,	0.0188561,	0.0286366
0.0254692,	0.0159318,	0.0195853,	0.0294727
0.0257741,	0.0159614,	0.0201856,	0.0300911
0.0259077,	0.0158767,	0.0206685,	0.0305207
0.0259062,	0.0157596,	0.0210551,	0.0308056
0.0257485,	0.0155659,	0.0213119,	0.0308967
0.0256609,	0.015362,	0.0216087,	0.0310327
0.0253587,	0.0152278,	0.0216983,	0.0308856
0.0250479,	0.015048,	0.021553,	0.0306179
0.0247178,	0.0148687,	0.0212712,	0.0302747
0.0243779,	0.0145888,	0.0208925,	0.0300582
0.024045,	0.0143518,	0.020511,	0.0297797
0.0237218,	0.0141133,	0.02016,	0.0293272
0.0232598,	0.0140529,	0.0196923,	0.028678
0.0226168,	0.0143529,	0.019144,	0.0278079
0.0217565,	0.0145498,	0.0185491,	0.0267793
0.022209,	0.0146595,	0.0179738,	0.0258033
0.02254,	0.0146841,	0.0174216,	0.0253132
0.0227657,	0.0146483,	0.016999,	0.0258167
0.0230268,	0.0149624,	0.0174264,	0.0262106
0.0239082,	0.0153587,	0.0177774,	0.0270873
0.0244879,	0.0155329,	0.0184933,	0.0279501
0.0247243,	0.015684,	0.0189933,	0.0284261
0.0247877,	0.0157759,	0.0193845,	0.0286934
0.0246966,	0.0158426,	0.0196482,	0.0288688
0.0245794,	0.0158016,	0.019833,	0.0291417
0.0245234,	0.0157752,	0.0200548,	0.0292455
0.0244382,	0.0156877,	0.0202673,	0.0293872
0.0244019,	0.0155074,	0.020473,	0.0295666
0.0243295,	0.0153891,	0.0206083,	0.0296867
0.0250412,	0.0161452,	0.0207002,	0.0302803
0.0245327,	0.0157533,	0.0206336,	0.0300289
0.0239827,	0.0151132,	0.0205547,	0.0296399
0.0237589,	0.0148388,	0.0202998,	0.0307325
0.0235223,	0.0146683,	0.0201021,	0.0291961
0.0231284,	0.0144741,	0.019687,	0.029055
0.0228824,	0.0144914,	0.0191725,	0.0286082
0.0221099,	0.0144461,	0.0186359,	0.0276528
0.0221643,	0.0145794,	0.0181219,	0.0267682
0.0227164,	0.0153254,	0.0176232,	0.0259201
0.0235196,	0.0157131,	0.0173805,	0.026406
0.0240465,	0.0158771,	0.0180241,	0.0272361
0.0243597,	0.0160395,	0.0185416,	0.0278122
0.0244712,	0.016185,	0.0189259,	0.0281432
0.0243832,	0.0163638,	0.019166,	0.0284108
0.024374,	0.0164945,	0.0193809,	0.0287728
0.0243921,	0.0165047,	0.0196865,	0.0289716
0.0244983,	0.0165813,	0.0199288,	0.0293327
0.024466,	0.0165816,	0.0200453,	0.0295326
0.0244861,	0.0164752,	0.020311,	0.0295981
0.0244188,	0.016263,	0.0204723,	0.0297173
0.0242875,	0.0160483,	0.0207187,	0.0297877
0.0242821,	0.0159811,	0.0207124,	0.0300024
0.0241218,	0.015781,	0.0207895,	0.0300172
0.0240206,	0.015731,	0.0207118,	0.0297485
0.0238385,	0.0155294,	0.0204197,	0.0297169
0.0235809,	0.0153158,	0.0203234,	0.0295811
0.0231224,	0.0150778,	0.0198097,	0.0293977
0.0227237,	0.0145609,	0.0193125,	0.0286478
0.0217018,	0.0150516,	0.0187853,	0.027697
0.0222326,	0.0154037,	0.0182922,	0.026852
0.0242875,	0.017915,	0.0178201,	0.0272217
0.0247384,	0.0190216,	0.0190582,	0.0313181
0.0243276,	0.0172485,	0.0191142,	0.0280976
0.0242634,	0.017188,	0.0192764,	0.0286246
0.0244301,	0.0172231,	0.0193317,	0.0289885
0.0244642,	0.0173849,	0.0194502,	0.0291705
0.0247056,	0.0173699,	0.0197087,	0.0295451
0.0247649,	0.0174832,	0.019921,	0.0298381
0.0247981,	0.0174996,	0.0200712,	0.0299992
0.0248733,	0.0173937,	0.0202707,	0.0301395
0.0247976,	0.01718,	0.020587,	0.0303208
0.0246502,	0.016944,	0.0207945,	0.030414
0.0246272,	0.0168757,	0.0207884,	0.0306073
0.0244429,	0.0166432,	0.0210163,	0.0305809
0.0243275,	0.016488,	0.0209311,	0.0303604
0.02412,	0.0162695,	0.020665,	0.0303204
0.0238771,	0.0161254,	0.0204488,	0.0301628
0.0234126,	0.0159151,	0.0198708,	0.0300111
0.0222591,	0.0152854,	0.0192923,	0.0288679
0.0218304,	0.0158413,	0.0187388,	0.027921
0.0224136,	0.0163814,	0.0182194,	0.0270705
0.0228092,	0.016748,	0.0177237,	0.0262805
0.0245226,	0.0181764,	0.0172848,	0.0279131
0.0242252,	0.0186872,	0.0179243,	0.0311221
0.0243233,	0.0177317,	0.0195318,	0.0289434
0.0245558,	0.0179934,	0.0193881,	0.0291508
0.0248251,	0.0180722,	0.0193632,	0.0296635
0.0249072,	0.0182345,	0.0196451,	0.0300499
0.0250716,	0.0182545,	0.0199621,	0.0302326
0.0251306,	0.018152,	0.0201796,	0.0304889
0.0250363,	0.0179379,	0.0204369,	0.0306795
0.0248373,	0.0176645,	0.0207273,	0.0307521
0.024752,	0.0175387,	0.0207827,	0.030915
0.0245551,	0.0172942,	0.021053,	0.0309057
0.0242901,	0.0169447,	0.0210042,	0.0307082
0.023993,	0.0167713,	0.0205873,	0.0306925
0.0237749,	0.0164958,	0.0202476,	0.0303013
0.0228661,	0.0158287,	0.0197157,	0.0295371
0.0223662,	0.0165878,	0.0191763,	0.0286059
0.0227506,	0.0168458,	0.0186831,	0.0277808
0.0230263,	0.0173222,	0.0182115,	0.0270235
0.0232417,	0.017889,	0.0177542,	0.0269981
0.0237371,	0.0183895,	0.017913,	0.0277236
0.0243016,	0.0187191,	0.0182364,	0.0285778
0.0247617,	0.0188703,	0.018676,	0.0293978
0.0249426,	0.0188125,	0.0191686,	0.0311409
0.0252676,	0.0189687,	0.019641,	0.0301042
0.025409,	0.0189102,	0.0199686,	0.0305809
0.0254123,	0.0187658,	0.0202008,	0.0308977
0.0252983,	0.0185463,	0.0204124,	0.0310703
0.0250837,	0.0182643,	0.0207493,	0.0311133
0.0249834,	0.0181096,	0.0209401,	0.0312409
0.0247236,	0.0178103,	0.0210908,	0.0311706
0.0243461,	0.0174421,	0.0210381,	0.0309958
0.0240977,	0.0174093,	0.0205314,	0.0311628
0.0229873,	0.0164963,	0.0199684,	0.0301541
0.0229236,	0.0171575,	0.0194334,	0.0291876
0.023298,	0.0176558,	0.01893,	0.0281828
0.0235515,	0.0182015,	0.0184378,	0.0274927
0.0240512,	0.0188363,	0.0180718,	0.0279709
0.0246488,	0.0194343,	0.018461,	0.0284782
0.025146,	0.0198422,	0.018772,	0.0294365
0.0256307,	0.0200614,	0.019182,	0.0303744
0.02592,	0.0201179,	0.0194962,	0.031075
0.0259595,	0.0199191,	0.0200342,	0.0314481
0.025839,	0.0195473,	0.0204384,	0.0314797
0.0256957,	0.0193285,	0.020689,	0.0316695
0.0254267,	0.019016,	0.020877,	0.0316822
0.0252527,	0.0187767,	0.0212164,	0.0317482
0.0249066,	0.0183798,	0.0213177,	0.0315855
0.0244599,	0.0179256,	0.0212253,	0.031326
0.0241392,	0.0177666,	0.0206119,	0.0313214
0.0234594,	0.0183698,	0.0199853,	0.0300104
0.0238961,	0.0182155,	0.0194501,	0.0290463
0.0242091,	0.0189846,	0.0189838,	0.028331
0.0245751,	0.0195503,	0.0185651,	0.0288359
0.025207,	0.020091,	0.018806,	0.029263
0.0256387,	0.0204662,	0.0191579,	0.0300565
0.0258947,	0.0206397,	0.0194883,	0.0307524
0.0260682,	0.0206261,	0.0199006,	0.031253
0.0261263,	0.0204446,	0.0201014,	0.0315836
0.0261617,	0.0202942,	0.020445,	0.0321072
0.02608,	0.0201551,	0.0207157,	0.0321587
0.0257636,	0.0197348,	0.0211391,	0.0320896
0.0254509,	0.0192961,	0.0212073,	0.0319383
0.0250272,	0.0187673,	0.021241,	0.0316448
0.0244521,	0.018158,	0.0210669,	0.0314257
0.0247846,	0.0190654,	0.0204665,	0.0317693
0.0240097,	0.0185224,	0.0196786,	0.0311226
0.0244478,	0.0194451,	0.0196102,	0.0295519
0.0247491,	0.0201607,	0.018816,	0.0291883
0.0254013,	0.0206705,	0.0187887,	0.0297503
0.0259587,	0.0209848,	0.0192381,	0.030336
0.0263,	0.0211126,	0.0196007,	0.0311493
0.026503,	0.02242,	0.0200331,	0.0326626
0.0266291,	0.0212822,	0.0204104,	0.0325033
0.0265438,	0.0211442,	0.020611,	0.0328223
0.0263068,	0.0208707,	0.0209307,	0.0329263
0.026018,	0.0204967,	0.0212983,	0.0328948
0.0255795,	0.0199784,	0.0215017,	0.0326776
0.0250012,	0.019685,	0.0214194,	0.032306
0.0244697,	0.0193369,	0.0208125,	0.0319699
0.0240694,	0.019871,	0.0201498,	0.030662
0.0249895,	0.0200549,	0.0195615,	0.0295577
0.0255258,	0.0210843,	0.0189851,	0.0298348
0.0259131,	0.021384,	0.0188714,	0.0307272
0.0260977,	0.0216808,	0.0194794,	0.0313469
0.0264521,	0.0218202,	0.0199602,	0.0317696
0.0266022,	0.0217906,	0.0203302,	0.0320176
0.0264681,	0.0214585,	0.0207137,	0.0321806
0.0261529,	0.020957,	0.0210918,	0.0322305
0.0257317,	0.0203839,	0.0210929,	0.0321183
0.0252296,	0.0197561,	0.020758,	0.0318709
0.0247704,	0.0209081,	0.020404,	0.0313795
0.024209,	0.0207495,	0.0202736,	0.0303504
0.0244346,	0.0204467,	0.0198555,	0.0298766
0.0244675,	0.0200027,	0.0191762,	0.0293747
0.0253858,	0.0207234,	0.0191293,	0.02911
0.0260149,	0.0212152,	0.0193282,	0.0302931
0.0262392,	0.0212651,	0.0194138,	0.0309521
0.0261388,	0.0209761,	0.0193031,	0.0312068
0.0259982,	0.0207143,	0.0196297,	0.0314182
0.0257879,	0.0204355,	0.0199278,	0.0315409
0.0254922,	0.0200559,	0.0202195,	0.0315139
0.0250866,	0.0195185,	0.0205292,	0.031306
0.0245416,	0.018933,	0.0204318,	0.0309792
0.0239762,	0.0184444,	0.0200231,	0.0305884
0.0250227,	0.0225741,	0.0194039,	0.029949
0.0249747,	0.0218843,	0.0189183,	0.0289626
0.0247854,	0.0211469,	0.0185672,	0.0286274
0.0244856,	0.020357,	0.0188331,	0.0293958
0.0242453,	0.019599,	0.01943,	0.0298721
0.0248847,	0.0202666,	0.0195617,	0.0296684
0.0253135,	0.0226692,	0.019597,	0.0298081
0.0254687,	0.0215758,	0.0193103,	0.0302891
0.0253585,	0.0203537,	0.0190351,	0.0304227
0.0246975,	0.0194903,	0.0189321,	0.0298561
0.0242134,	0.01881,	0.019027,	0.0295287
0.0238637,	0.0183338,	0.0193109,	0.0293469
0.0234441,	0.0179413,	0.0192483,	0.0291367
0.0230055,	0.0175042,	0.0189406,	0.0288761
0.0244247,	0.0222186,	0.0183802,	0.0284793
0.0243039,	0.0214454,	0.0179208,	0.0275753
0.0238763,	0.0204611,	0.0181278,	0.0285986
0.0239749,	0.019356,	0.0186893,	0.0292997
0.024045,	0.0184498,	0.0191846,	0.0296349
0.0237994,	0.0185427,	0.0193385,	0.02958
0.0247666,	0.0230668,	0.019097,	0.0288429
0.0246288,	0.0222212,	0.0187046,	0.0284813
0.0239272,	0.0208641,	0.0183769,	0.0282409
