rho,	rhou,	rhov,	rhoet
0.0325427,	0.024653,	0.0216766,	0.0362421
0.0324417,	0.0248481,	0.0208998,	0.0361459
0.0323738,	0.0250259,	0.020259,	0.0360857
0.0323386,	0.0251969,	0.0197335,	0.0360651
0.0323399,	0.0254719,	0.0192924,	0.0361719
0.0325111,	0.0257726,	0.0190159,	0.0364059
0.032703,	0.0260664,	0.0188325,	0.0366412
0.0326861,	0.0261579,	0.0186068,	0.0366706
0.0325007,	0.0260879,	0.0183621,	0.0365305
0.0321798,	0.0258885,	0.0180962,	0.0362501
0.0317475,	0.0255836,	0.0178082,	0.0358513
0.0312229,	0.0251913,	0.0174985,	0.0353519
0.0306209,	0.024726,	0.0171684,	0.0347665
0.029954,	0.0241994,	0.0168193,	0.0341073
0.0292733,	0.0236251,	0.0164531,	0.0333882
0.0285627,	0.0230162,	0.0160715,	0.0326225
0.0278177,	0.0224159,	0.015677,	0.0318187
0.0270451,	0.0217895,	0.0152718,	0.0309848
0.0262519,	0.0211435,	0.0148582,	0.030128
0.0254444,	0.0204837,	0.0144383,	0.0292817
0.0245056,	0.0197363,	0.0139616,	0.0283204
0.0234003,	0.0188158,	0.013374,	0.0271238
0.0223408,	0.0179465,	0.0128204,	0.0260482
0.0213913,	0.0172042,	0.0122892,	0.0249712
0.0204214,	0.0163903,	0.0118156,	0.0238978
0.0194846,	0.0156106,	0.0113173,	0.0228616
0.0186224,	0.0150177,	0.0108424,	0.0218922
0.0182081,	0.0153172,	0.01039,	0.0211432
0.0191229,	0.0160749,	0.0100069,	0.0205909
0.0203168,	0.0171013,	0.00976696,	0.0218853
0.0213498,	0.017973,	0.0103004,	0.0230206
0.0222216,	0.0186917,	0.010792,	0.0239972
0.0229371,	0.0192643,	0.0112391,	0.0248203
0.0235059,	0.0197017,	0.0116402,	0.0254984
0.0239401,	0.0200174,	0.0119948,	0.026043
0.0242541,	0.0202265,	0.0123037,	0.026467
0.0244704,	0.0203517,	0.0125719,	0.0267914
0.0246143,	0.0204181,	0.0128056,	0.0270406
0.0246822,	0.0204217,	0.0130007,	0.0272097
0.0246726,	0.0203599,	0.0131551,	0.0272944
0.0246062,	0.0202459,	0.0133775,	0.0272767
0.0244851,	0.0200746,	0.0137164,	0.0271531
0.0243827,	0.0200075,	0.0137643,	0.0271009
