rho,	rhou,	rhov,	rhoet
0.530915,	0.352517,	0.491424,	0.65464
0.44142,	0.305174,	0.371883,	0.552506
0.383645,	0.270446,	0.30715,	0.480336
0.348892,	0.247742,	0.273454,	0.434536
0.326634,	0.231995,	0.255421,	0.405017
0.310175,	0.219746,	0.243944,	0.383621
0.29684,	0.209739,	0.235056,	0.366416
0.285836,	0.201605,	0.227543,	0.352116
0.276691,	0.194972,	0.221053,	0.340166
0.268892,	0.189397,	0.215331,	0.329999
0.262038,	0.184559,	0.210149,	0.321106
0.255895,	0.180268,	0.205363,	0.313147
0.250325,	0.176416,	0.200905,	0.305928
0.245208,	0.172898,	0.196725,	0.299301
0.240437,	0.169616,	0.192772,	0.293125
0.235949,	0.166537,	0.189006,	0.287316
0.231689,	0.163604,	0.185398,	0.281799
0.227614,	0.16079,	0.181916,	0.276511
0.223702,	0.158085,	0.17855,	0.27143
0.219926,	0.155455,	0.175285,	0.266518
0.216262,	0.152892,	0.172102,	0.261742
0.212687,	0.150386,	0.168977,	0.257071
0.209201,	0.147925,	0.16592,	0.252508
0.205788,	0.145503,	0.162917,	0.248029
0.20244,	0.143122,	0.159957,	0.243628
0.199126,	0.140754,	0.157015,	0.239259
0.195861,	0.138411,	0.154108,	0.234944
0.19264,	0.136096,	0.151229,	0.230684
0.189447,	0.133793,	0.148367,	0.226451
0.186273,	0.131497,	0.145509,	0.222231
0.183119,	0.129217,	0.142658,	0.218035
0.179985,	0.126944,	0.139818,	0.213859
0.176866,	0.124677,	0.136984,	0.209696
0.17376,	0.122421,	0.134149,	0.205546
0.170658,	0.120157,	0.131311,	0.201394
0.167562,	0.117891,	0.128471,	0.197239
0.164477,	0.115619,	0.125634,	0.193092
0.161398,	0.113334,	0.1228,	0.18894
0.158322,	0.111021,	0.119965,	0.184772
0.155256,	0.108689,	0.117135,	0.1806
0.152196,	0.10632,	0.114309,	0.176411
0.149147,	0.10391,	0.111493,	0.172205
0.146114,	0.101464,	0.108691,	0.167994
0.143102,	0.0989816,	0.105909,	0.163779
0.140114,	0.0964602,	0.10315,	0.159564
0.13716,	0.0939142,	0.100422,	0.155368
0.134247,	0.0913505,	0.0977304,	0.1512
0.131381,	0.0887738,	0.0950813,	0.147072
0.128572,	0.086201,	0.0924825,	0.143002
0.125827,	0.083648,	0.0899405,	0.139011
0.123153,	0.0811221,	0.0874608,	0.135106
0.120555,	0.0786362,	0.0850493,	0.131303
0.118042,	0.0762046,	0.0827118,	0.12762
0.115615,	0.0738342,	0.0804517,	0.124062
0.113278,	0.0715345,	0.0782725,	0.120638
0.111033,	0.0693168,	0.076177,	0.117356
0.108882,	0.0671808,	0.0741667,	0.114221
0.106823,	0.0651274,	0.0722418,	0.11123
0.104855,	0.0631631,	0.0704025,	0.108384
0.102977,	0.061292,	0.0686481,	0.105685
0.101161,	0.0595134,	0.0669772,	0.103113
0.0994298,	0.0578203,	0.065387,	0.100678
0.0977819,	0.0562105,	0.0638748,	0.0983766
0.0962122,	0.0546827,	0.062438,	0.096201
0.0947196,	0.0532369,	0.0610735,	0.0941482
0.0932999,	0.0518691,	0.0597782,	0.0922115
0.0919491,	0.0505753,	0.0585485,	0.0903846
0.0906631,	0.0493512,	0.0573814,	0.0886604
0.0894381,	0.0481929,	0.0562732,	0.0870324
0.0882704,	0.047096,	0.0552204,	0.0854945
0.0871559,	0.0460548,	0.0542197,	0.0840391
0.0860912,	0.0450673,	0.0532676,	0.0826611
0.0850729,	0.0441306,	0.0523612,	0.0813549
0.0840982,	0.0432413,	0.0514974,	0.0801161
0.0831642,	0.0423958,	0.0506735,	0.0789394
0.0822678,	0.0415902,	0.0498866,	0.0778203
0.0814065,	0.0408219,	0.0491342,	0.0767545
0.0805779,	0.0400868,	0.0484137,	0.0757374
0.0797798,	0.0393825,	0.047723,	0.0747655
0.0790091,	0.0387062,	0.0470596,	0.0738343
0.0782634,	0.0380536,	0.0464213,	0.0729397
0.0775409,	0.0374212,	0.045806,	0.0720783
0.0768391,	0.0368112,	0.0452121,	0.0712473
0.076157,	0.0362213,	0.0446379,	0.0704448
0.0754933,	0.0356501,	0.0440819,	0.0696692
0.0748468,	0.0350966,	0.0435428,	0.0689185
0.0742162,	0.0345596,	0.0430192,	0.0681908
0.0736005,	0.0340373,	0.0425101,	0.0674848
0.0729984,	0.0335288,	0.0420144,	0.0667986
0.0724091,	0.0330328,	0.0415309,	0.0661307
0.0718314,	0.0325478,	0.0410589,	0.0654794
0.0712644,	0.0320745,	0.0405973,	0.0648438
0.0707078,	0.0316109,	0.0401456,	0.064223
0.0701608,	0.0311569,	0.0397028,	0.0636157
0.0696223,	0.03071,	0.0392682,	0.0630204
0.0690915,	0.0302721,	0.0388412,	0.0624358
0.0685683,	0.0298431,	0.0384214,	0.0618623
0.0680524,	0.0294222,	0.0380083,	0.0612993
0.0675434,	0.0290099,	0.0376014,	0.0607459
0.0670411,	0.0286051,	0.0372004,	0.0602017
0.0665452,	0.0282075,	0.036805,	0.0596665
0.0660555,	0.0278174,	0.0364149,	0.0591402
0.0655715,	0.0274349,	0.0360299,	0.0586219
0.0650934,	0.0270603,	0.0356498,	0.0581117
0.064621,	0.0266924,	0.0352744,	0.0576096
0.0641538,	0.0263306,	0.0349035,	0.0571148
0.0636917,	0.0259758,	0.0345371,	0.0566269
0.0632347,	0.0256281,	0.034175,	0.0561459
0.0627828,	0.0252875,	0.0338172,	0.0556717
0.0623361,	0.0249536,	0.0334636,	0.0552044
0.0618943,	0.0246264,	0.0331143,	0.0547443
0.0614574,	0.0243061,	0.0327691,	0.0542907
0.0610253,	0.0239922,	0.0324281,	0.0538436
0.060598,	0.0236838,	0.0320912,	0.0534029
0.0601754,	0.0233805,	0.0317584,	0.0529681
0.0597598,	0.0230824,	0.0314299,	0.052541
0.0593526,	0.0227905,	0.0311048,	0.0521225
0.0589507,	0.0225054,	0.0307832,	0.0517097
0.0585536,	0.0222272,	0.0304656,	0.0513026
0.0581613,	0.0219554,	0.0301521,	0.050902
0.0577736,	0.0216897,	0.0298428,	0.0505072
0.0573902,	0.0214299,	0.0295378,	0.0501179
0.0570128,	0.0211749,	0.0292372,	0.0497356
0.0566395,	0.0209256,	0.0289408,	0.0493585
0.0562703,	0.0206823,	0.0286486,	0.0489866
0.0559055,	0.020445,	0.0283608,	0.0486204
0.0555373,	0.0202131,	0.0280774,	0.0482535
0.0551806,	0.0199835,	0.0277971,	0.0478983
0.054836,	0.0197583,	0.0275203,	0.0475542
0.0545009,	0.0195392,	0.027248,	0.0472191
0.0541735,	0.0193254,	0.0269803,	0.0468911
0.0538526,	0.0191158,	0.0267169,	0.0465689
0.0535387,	0.0189104,	0.0264581,	0.046254
0.0532294,	0.0187083,	0.0262036,	0.0459444
0.0529236,	0.0185126,	0.0259533,	0.045639
0.0526219,	0.0183221,	0.0257074,	0.0453392
0.0523239,	0.0181356,	0.0254655,	0.0450445
0.0520293,	0.0179536,	0.0252277,	0.0447542
0.051738,	0.0177765,	0.0249938,	0.0444683
0.05145,	0.0176043,	0.0247639,	0.0441873
0.0511653,	0.0174366,	0.024538,	0.0439112
0.0508837,	0.0172731,	0.0243159,	0.0436396
0.0506051,	0.0171132,	0.0240975,	0.043372
0.0503295,	0.0169569,	0.0238829,	0.0431084
0.0500567,	0.0168044,	0.023672,	0.0428485
0.0497868,	0.0166555,	0.0234647,	0.0425923
0.0495198,	0.0165095,	0.0232611,	0.0423403
0.0492554,	0.0163668,	0.0230608,	0.0420917
0.0489938,	0.0162267,	0.022864,	0.0418466
0.0487348,	0.0160895,	0.0226704,	0.0416049
0.0484784,	0.0159538,	0.02248,	0.0413666
0.0482242,	0.015822,	0.0222926,	0.0411305
0.0479728,	0.0156937,	0.0221082,	0.040898
0.0477241,	0.0155688,	0.0219269,	0.0406689
0.0474784,	0.0154469,	0.0217485,	0.0404435
0.0472355,	0.0153277,	0.021573,	0.0402214
0.0469954,	0.0152109,	0.0214004,	0.0400022
0.0466758,	0.0150973,	0.0212304,	0.0397144
0.0462931,	0.0149891,	0.0210619,	0.0393718
0.0459519,	0.0148865,	0.0208948,	0.0390645
0.0456538,	0.0147854,	0.0207304,	0.0387909
0.0453904,	0.0146853,	0.0205692,	0.0385419
0.0451546,	0.0145855,	0.0204117,	0.0383119
0.0449387,	0.0144856,	0.0202577,	0.0380955
0.044741,	0.014385,	0.0201077,	0.0378929
0.0445526,	0.0142832,	0.0199603,	0.0376972
0.0443701,	0.0141745,	0.0198154,	0.0375074
0.0441886,	0.0140666,	0.019673,	0.037319
0.0440071,	0.0139597,	0.019533,	0.0371318
0.0438248,	0.0138534,	0.0193952,	0.0369462
0.0436411,	0.013748,	0.0192593,	0.0367625
0.0434555,	0.0136429,	0.0191253,	0.03658
0.0432675,	0.0135382,	0.018993,	0.036398
0.0430772,	0.0134342,	0.0188622,	0.0362163
0.0428848,	0.0133314,	0.0187329,	0.0360352
0.0426908,	0.0132284,	0.0186049,	0.0358549
0.0425007,	0.013125,	0.0184789,	0.0356795
0.0423092,	0.0130237,	0.0183527,	0.0355037
0.042117,	0.0129236,	0.0182273,	0.0353285
0.0419238,	0.0128261,	0.0181028,	0.0351535
0.04173,	0.0127308,	0.0179795,	0.0349789
0.0415359,	0.0126376,	0.0178574,	0.0348052
0.0413418,	0.0125463,	0.0177366,	0.0346325
0.0411481,	0.0124565,	0.0176171,	0.0344611
0.0409549,	0.0123681,	0.0174989,	0.034291
0.0407624,	0.0122809,	0.017382,	0.0341224
0.040571,	0.0121941,	0.0172666,	0.0339558
0.0403804,	0.012108,	0.0171524,	0.0337904
0.0401909,	0.0120226,	0.0170396,	0.0336262
0.0400028,	0.0119367,	0.0169279,	0.0334636
0.0398161,	0.0118504,	0.0168176,	0.033303
0.0396304,	0.0117644,	0.0167083,	0.0331429
0.0394462,	0.0116792,	0.0166,	0.0329838
0.0392639,	0.0115948,	0.0164928,	0.0328261
0.0390847,	0.0115112,	0.0163868,	0.0326712
0.0389084,	0.0114283,	0.0162819,	0.0325187
0.0387313,	0.0113459,	0.0161786,	0.0323651
0.0385606,	0.0112634,	0.0160754,	0.0322169
0.0383937,	0.0111815,	0.0159725,	0.0320713
0.0382296,	0.0111005,	0.0158706,	0.0319275
0.0380678,	0.0110204,	0.0157699,	0.0317852
0.0379084,	0.0109399,	0.0156705,	0.0316452
0.037751,	0.0108595,	0.0155725,	0.0315067
0.0375987,	0.0107802,	0.0154761,	0.0313723
0.0374477,	0.0107022,	0.0153807,	0.0312387
0.0372979,	0.0106253,	0.0152862,	0.031106
0.0371494,	0.0105496,	0.0151929,	0.0309744
0.0370021,	0.0104752,	0.0151008,	0.0308438
0.036856,	0.0104022,	0.0150099,	0.0307145
0.0367112,	0.0103299,	0.0149201,	0.0305868
0.0365674,	0.0102584,	0.0148315,	0.0304602
0.0364245,	0.0101881,	0.0147439,	0.0303343
0.0362825,	0.0101192,	0.0146574,	0.0302091
0.0361415,	0.0100515,	0.0145719,	0.0300851
0.0360018,	0.00998442,	0.0144875,	0.0299628
0.0358629,	0.00991799,	0.0144039,	0.0298408
0.0357267,	0.00985286,	0.0143216,	0.0297208
0.0355943,	0.00978924,	0.0142403,	0.0296037
0.0354632,	0.00972449,	0.014159,	0.0294877
0.0353324,	0.00966247,	0.0140783,	0.0293714
0.0352027,	0.00960335,	0.0139984,	0.0292559
0.0350743,	0.00954607,	0.0139194,	0.0291418
0.0349494,	0.00949016,	0.0138417,	0.029031
0.0348259,	0.0094355,	0.013765,	0.0289215
0.0347036,	0.00938194,	0.0136895,	0.0288133
0.0345822,	0.0093266,	0.0136148,	0.0287066
0.0344616,	0.0092726,	0.0135412,	0.0286002
0.0343435,	0.00922027,	0.0134687,	0.0284958
0.0342261,	0.00916922,	0.0133971,	0.0283921
0.0341096,	0.0091191,	0.0133262,	0.0282894
0.033994,	0.00906973,	0.0132562,	0.0281875
0.0338792,	0.00902108,	0.013187,	0.0280867
0.0337653,	0.00897282,	0.0131185,	0.0279869
