rho,	rhou,	rhov,	rhoet
1.09427,	0.601838,	0.853979,	1.21866
0.938187,	0.602651,	0.582404,	1.04656
0.807745,	0.524544,	0.490403,	0.910111
0.718582,	0.467666,	0.435011,	0.810717
0.675059,	0.443319,	0.404751,	0.754859
0.664444,	0.441562,	0.392682,	0.733939
0.668613,	0.447386,	0.392098,	0.732455
0.657517,	0.437608,	0.390011,	0.720885
0.625014,	0.410841,	0.379527,	0.689481
0.594452,	0.387844,	0.367695,	0.6582
0.577456,	0.378469,	0.358436,	0.637924
0.577568,	0.383883,	0.35449,	0.633598
0.588602,	0.396424,	0.356005,	0.641383
0.595458,	0.402633,	0.358814,	0.647885
0.583061,	0.391592,	0.35588,	0.637615
0.563614,	0.375564,	0.34963,	0.620012
0.548296,	0.365026,	0.343018,	0.604688
0.543777,	0.365205,	0.338603,	0.598289
0.55006,	0.374164,	0.337931,	0.602159
0.55848,	0.38304,	0.339671,	0.609586
0.553827,	0.379105,	0.338488,	0.606297
0.540398,	0.367657,	0.334313,	0.594728
0.526668,	0.357162,	0.328909,	0.581759
0.519479,	0.353781,	0.324331,	0.57372
0.5211,	0.358337,	0.322244,	0.573568
0.525903,	0.3645,	0.322111,	0.577209
0.521268,	0.360981,	0.320063,	0.573166
0.510843,	0.352289,	0.316192,	0.563711
0.499636,	0.343706,	0.31131,	0.552759
0.492693,	0.339842,	0.306891,	0.544944
0.491084,	0.340867,	0.303883,	0.541846
0.488995,	0.34066,	0.301245,	0.538773
0.483012,	0.336303,	0.297883,	0.5325
0.473855,	0.329159,	0.293413,	0.523145
0.464761,	0.322483,	0.288469,	0.513347
0.457955,	0.318259,	0.283795,	0.505247
0.45251,	0.315204,	0.2795,	0.49838
0.446055,	0.310951,	0.275044,	0.490737
0.438368,	0.305307,	0.270264,	0.481931
0.429483,	0.298684,	0.264919,	0.471822
0.42098,	0.292606,	0.259461,	0.461852
0.413141,	0.287223,	0.254097,	0.452423
0.405102,	0.281511,	0.248665,	0.4428
0.396739,	0.275451,	0.24309,	0.432805
0.387776,	0.268835,	0.237237,	0.422142
0.378735,	0.262232,	0.231279,	0.411389
0.370086,	0.256007,	0.225422,	0.401008
0.361163,	0.249437,	0.219463,	0.390304
0.352244,	0.242842,	0.213467,	0.379509
0.34315,	0.236102,	0.207378,	0.368547
0.333896,	0.229258,	0.201245,	0.357506
