rho,	rhou,	rhov,	rhoet
0.0421988,	0.0235723,	0.0329439,	0.0469958
0.0423677,	0.0224086,	0.0313047,	0.0454579
0.0419381,	0.0234539,	0.0310463,	0.0459807
0.0415419,	0.0230459,	0.0297185,	0.0449223
0.0410778,	0.0231357,	0.0289574,	0.045001
0.0405127,	0.023236,	0.0284976,	0.0451094
0.0402516,	0.0237116,	0.0281082,	0.0464765
0.0398576,	0.0236886,	0.0284693,	0.046743
0.0399227,	0.0245399,	0.0282573,	0.0470244
0.0392377,	0.0235459,	0.0273183,	0.0451811
0.0434107,	0.0298089,	0.0267759,	0.0515585
0.0443314,	0.0309162,	0.0261819,	0.0532119
0.0442722,	0.0315299,	0.0256848,	0.053532
0.0364086,	0.0225502,	0.0252415,	0.043124
0.0357505,	0.0223557,	0.0247552,	0.0427341
0.0351799,	0.0221112,	0.0242404,	0.0423215
0.034834,	0.022293,	0.0240399,	0.0428717
0.0340775,	0.0218949,	0.0235242,	0.0421617
0.0334532,	0.02126,	0.0231286,	0.0408127
0.0327023,	0.0208904,	0.0229986,	0.0401095
0.0317519,	0.0204386,	0.0222614,	0.0392701
0.0308909,	0.0200654,	0.0215399,	0.0383792
0.0300655,	0.0197093,	0.0209507,	0.0375354
0.0292426,	0.0193175,	0.020328,	0.0367907
0.0284261,	0.0189054,	0.0197774,	0.0360171
0.0276041,	0.01846,	0.0192447,	0.0352555
0.0268118,	0.0179922,	0.0187039,	0.0345919
0.0260419,	0.0175622,	0.0182203,	0.0335853
0.0252973,	0.017374,	0.0176784,	0.0328546
0.0245262,	0.0166792,	0.0171675,	0.0319874
0.0240846,	0.0177069,	0.0166187,	0.0312039
0.0245146,	0.0169063,	0.0161309,	0.0303021
0.0249622,	0.0197626,	0.0155776,	0.0295174
0.0256861,	0.0201599,	0.0151722,	0.0288575
0.0261622,	0.0200915,	0.0148,	0.0283267
0.0268868,	0.0187156,	0.014628,	0.0275659
0.0306024,	0.0225269,	0.014565,	0.032694
0.0297021,	0.0247821,	0.0177662,	0.0292304
0.0323744,	0.0239847,	0.0167335,	0.0354577
0.0315672,	0.0240238,	0.019398,	0.0343453
0.0344449,	0.0258629,	0.0176105,	0.0386025
0.0301606,	0.0218192,	0.0195002,	0.0319422
0.0365137,	0.0277938,	0.0177965,	0.0414451
0.0315304,	0.0231586,	0.0192993,	0.0347905
0.0324335,	0.023853,	0.0198577,	0.0354853
0.0346764,	0.0239578,	0.0203752,	0.0362286
0.0331944,	0.0244198,	0.0207498,	0.0443351
0.0350021,	0.0249172,	0.0211367,	0.0382471
0.0372619,	0.0324439,	0.0241021,	0.0464066
0.0349329,	0.0257784,	0.0216539,	0.0446583
0.0371615,	0.026714,	0.0227158,	0.0408349
0.0385376,	0.0293326,	0.02504,	0.0493862
0.0446532,	0.035313,	0.022668,	0.0529647
0.0392818,	0.0360423,	0.0258826,	0.0434654
0.0389828,	0.029231,	0.0232199,	0.0454191
0.0396995,	0.0301874,	0.0233355,	0.0468089
0.0403655,	0.0306077,	0.0234371,	0.047602
0.0397463,	0.0311924,	0.0236418,	0.0488
0.0402138,	0.0316745,	0.0240966,	0.0497026
0.0395618,	0.0309035,	0.0241826,	0.0489363
0.0393432,	0.0304803,	0.0237747,	0.0478493
0.0386408,	0.030049,	0.0239609,	0.0476831
0.0374932,	0.0291741,	0.0238768,	0.0468715
0.036139,	0.0280034,	0.0235312,	0.0455074
0.0348919,	0.0260865,	0.0224954,	0.0427638
0.0332832,	0.0244209,	0.0213984,	0.0403567
0.0320405,	0.0233566,	0.0208724,	0.0388285
0.0310945,	0.0164793,	0.0199093,	0.0332071
0.029747,	0.0217488,	0.020042,	0.0336062
0.0291265,	0.0205305,	0.0195961,	0.0341266
0.026116,	0.0223737,	0.0192619,	0.0336648
0.0252161,	0.0166587,	0.018899,	0.0325969
0.0242903,	0.017173,	0.0185117,	0.0316161
0.0246522,	0.0179592,	0.0181051,	0.0306292
0.0254828,	0.0214173,	0.0172715,	0.0289604
0.0261969,	0.0214544,	0.0167385,	0.0289239
0.0264607,	0.0216775,	0.0162299,	0.0298004
0.0273903,	0.0214871,	0.0157396,	0.0301181
0.0285191,	0.0216794,	0.0159178,	0.0306111
0.0304676,	0.0265761,	0.0154157,	0.0368774
0.0308724,	0.0232301,	0.0162648,	0.0342749
0.031401,	0.023883,	0.0168011,	0.0348461
0.0312745,	0.0272754,	0.0197664,	0.0380571
0.0317405,	0.0272104,	0.0202009,	0.039055
0.0315168,	0.0267659,	0.0204642,	0.0387833
0.0368516,	0.0337128,	0.0185888,	0.0473777
0.03613,	0.0328446,	0.0189803,	0.0465731
0.0350384,	0.0267614,	0.0197814,	0.0402801
0.0352643,	0.0268408,	0.0203069,	0.0407178
0.0354557,	0.0268887,	0.0207867,	0.0411471
0.0356054,	0.0268977,	0.0212581,	0.0414947
0.035754,	0.0269057,	0.0216821,	0.0418285
0.0359943,	0.0271529,	0.0227613,	0.0424931
0.0374273,	0.0289023,	0.0224063,	0.0434068
0.0359021,	0.0268286,	0.0227492,	0.0422797
0.0356998,	0.0264254,	0.0229636,	0.042032
0.0451589,	0.0369048,	0.0225267,	0.0552336
0.036389,	0.0272218,	0.0345759,	0.0433629
0.0461601,	0.0469882,	0.0243312,	0.0676096
0.0385272,	0.0287607,	0.025057,	0.046837
0.0384701,	0.0286838,	0.0253071,	0.0468898
0.038359,	0.0285512,	0.025521,	0.0468629
0.0382288,	0.0288746,	0.0256955,	0.0468
0.0504256,	0.0420712,	0.0233494,	0.0640969
0.0374338,	0.0274042,	0.0262753,	0.0455049
0.040805,	0.0327278,	0.0260637,	0.0506982
0.0373299,	0.0276354,	0.0257993,	0.0456872
0.035726,	0.0257402,	0.024722,	0.0444079
0.0361168,	0.0256228,	0.0248323,	0.0451203
0.0357426,	0.0255395,	0.0248442,	0.0449331
0.03473,	0.02482,	0.0244827,	0.0439169
0.0336432,	0.0240187,	0.0240396,	0.0427569
0.0325399,	0.0231919,	0.0235463,	0.0415264
0.0314241,	0.0223488,	0.0230202,	0.0402664
0.0303136,	0.0215022,	0.0224664,	0.0389806
0.0292782,	0.0206547,	0.0218838,	0.0376697
0.0284862,	0.0197815,	0.0213449,	0.0368776
0.0277091,	0.0191792,	0.0209286,	0.0363055
0.0268965,	0.0189251,	0.0205224,	0.0355719
0.0263669,	0.0192335,	0.0200874,	0.0347578
0.0270857,	0.0197163,	0.0196003,	0.0338263
0.0277442,	0.0201232,	0.0191143,	0.0328852
0.0281129,	0.0201746,	0.0185714,	0.0320192
0.0284929,	0.0239921,	0.0180508,	0.0315789
0.0288471,	0.0206906,	0.0176076,	0.0318206
0.029262,	0.0230508,	0.0180519,	0.0332292
0.0295374,	0.020654,	0.0184129,	0.0326602
0.0298446,	0.0208471,	0.0188529,	0.0330525
0.0302982,	0.0223118,	0.0193893,	0.0335883
0.0324069,	0.0222868,	0.0198806,	0.0346061
0.0310713,	0.0208466,	0.0203574,	0.0347237
0.0314377,	0.0213123,	0.0208095,	0.035259
0.0318284,	0.0215535,	0.0212577,	0.0357641
0.0322465,	0.0219924,	0.0216896,	0.0362737
0.0324875,	0.0222407,	0.0219883,	0.0367871
0.0327581,	0.0223604,	0.0219255,	0.037399
0.0329479,	0.0226474,	0.0218345,	0.0378553
0.0330316,	0.0226436,	0.0217205,	0.0381674
