rho,	rhou,	rhov,	rhoet
0.169376,	0.0934688,	0.132062,	0.18863
0.166613,	0.0865671,	0.122064,	0.174214
0.163342,	0.0883988,	0.118739,	0.17542
0.161167,	0.0879413,	0.114431,	0.173384
0.159335,	0.0889648,	0.111699,	0.173261
0.157727,	0.0898066,	0.109362,	0.173094
0.156263,	0.0904578,	0.107328,	0.172858
0.154829,	0.0908977,	0.105511,	0.172548
0.153367,	0.091146,	0.103884,	0.172012
0.151553,	0.0909717,	0.10205,	0.17083
0.154666,	0.0968247,	0.098876,	0.177298
0.158962,	0.103547,	0.0960295,	0.185324
0.1469,	0.0908454,	0.0972807,	0.168405
0.142514,	0.0872764,	0.0960284,	0.162915
0.14043,	0.0865554,	0.0941982,	0.160869
0.138451,	0.0859025,	0.0923918,	0.158744
0.136449,	0.0850964,	0.0905931,	0.156658
0.134692,	0.0846227,	0.0888905,	0.154634
0.132866,	0.0838628,	0.0871551,	0.152521
0.131084,	0.0832244,	0.0854691,	0.150551
0.12907,	0.0826789,	0.0836776,	0.148333
0.126612,	0.081368,	0.0815851,	0.145856
0.125323,	0.0818648,	0.0800263,	0.143926
0.123316,	0.0808034,	0.0781424,	0.141719
0.121714,	0.0802174,	0.0764907,	0.13979
0.120295,	0.0797297,	0.0749178,	0.138112
0.119081,	0.0794327,	0.0738373,	0.136408
0.116663,	0.0770085,	0.0718027,	0.134752
0.118086,	0.0807137,	0.071764,	0.135126
0.11494,	0.076269,	0.0699157,	0.132112
0.115904,	0.078699,	0.0699508,	0.132467
0.113482,	0.0753943,	0.0682942,	0.130236
0.114543,	0.0784456,	0.0690422,	0.131667
0.113474,	0.0767591,	0.0681133,	0.130406
0.114575,	0.0790341,	0.0689832,	0.130901
0.111831,	0.074336,	0.0673785,	0.12776
0.115549,	0.0801419,	0.0686231,	0.13201
0.112181,	0.0762995,	0.0687099,	0.128104
0.115756,	0.0774296,	0.0689081,	0.128367
0.114038,	0.0765426,	0.0702292,	0.127313
0.11696,	0.0784007,	0.0693835,	0.129547
0.115478,	0.0747577,	0.0693936,	0.125514
0.119297,	0.0788433,	0.0685611,	0.130774
0.117975,	0.0772908,	0.0697723,	0.129048
0.118434,	0.0771777,	0.0702064,	0.129138
0.121739,	0.0808364,	0.0713584,	0.131969
0.118618,	0.078727,	0.0737616,	0.132351
0.129959,	0.0900118,	0.0725984,	0.14169
0.130371,	0.0960529,	0.0789037,	0.142348
0.122886,	0.0842277,	0.0751091,	0.140179
0.12607,	0.0862914,	0.0773622,	0.137571
0.128759,	0.0912026,	0.0776348,	0.147212
0.131396,	0.094222,	0.0774836,	0.148465
0.129879,	0.0949785,	0.0797591,	0.145948
0.128292,	0.0913078,	0.0786962,	0.147428
0.128872,	0.0920104,	0.0790846,	0.148591
0.129267,	0.0913853,	0.0785234,	0.147838
0.130019,	0.0924176,	0.0786753,	0.149384
0.129945,	0.0933815,	0.0791105,	0.151094
0.130173,	0.0927749,	0.0782667,	0.15041
0.129803,	0.0927204,	0.0780752,	0.150496
0.128254,	0.0915289,	0.0778975,	0.149213
0.125363,	0.0897253,	0.0779282,	0.147561
0.122234,	0.0861586,	0.0762653,	0.142917
0.119258,	0.0822426,	0.0745017,	0.1379
0.116073,	0.0768697,	0.0716215,	0.130623
0.112276,	0.0685253,	0.067433,	0.119851
0.109622,	0.0662395,	0.0663658,	0.116512
0.106536,	0.0667942,	0.0667075,	0.114531
0.105659,	0.0677041,	0.0664316,	0.115034
0.1021,	0.0669454,	0.0671259,	0.114678
0.101557,	0.0647416,	0.0660367,	0.114079
0.100796,	0.0640143,	0.0653706,	0.112387
0.100246,	0.0637312,	0.0651542,	0.110883
0.101061,	0.0662675,	0.0643089,	0.112274
0.100616,	0.0656711,	0.0637625,	0.111589
0.0995215,	0.0642484,	0.0631814,	0.109765
0.099852,	0.0651203,	0.0635538,	0.109843
0.10074,	0.0661015,	0.0637752,	0.110481
0.102651,	0.0679636,	0.0634717,	0.111871
0.102939,	0.0674748,	0.0629541,	0.112676
0.101597,	0.0649102,	0.0641923,	0.109323
0.105194,	0.0724736,	0.065034,	0.116601
0.10497,	0.0717537,	0.066303,	0.113928
0.10506,	0.070234,	0.0661196,	0.114904
0.107795,	0.0742069,	0.0657613,	0.119548
0.109974,	0.0764623,	0.0661287,	0.122655
0.107528,	0.0707546,	0.0679097,	0.116564
0.110028,	0.0736898,	0.0674669,	0.120748
0.109087,	0.0723673,	0.0684734,	0.11983
0.111368,	0.0748158,	0.0688994,	0.123131
0.110194,	0.0721328,	0.0703787,	0.12035
0.111912,	0.0746271,	0.0718688,	0.12355
0.113629,	0.0769607,	0.0717374,	0.127397
0.113982,	0.0772117,	0.0719236,	0.128302
0.114408,	0.079817,	0.074771,	0.128029
0.117453,	0.0822547,	0.0730513,	0.134567
0.114179,	0.0780515,	0.0799996,	0.12819
0.119802,	0.0911518,	0.0758195,	0.145349
0.115709,	0.0784916,	0.0750779,	0.131734
0.115829,	0.0787612,	0.0754374,	0.132253
0.114488,	0.0777068,	0.0774476,	0.131069
0.117556,	0.0808729,	0.0744381,	0.135385
0.120952,	0.0863214,	0.073559,	0.142073
0.110671,	0.0755298,	0.0775097,	0.12756
0.114436,	0.0793812,	0.0744083,	0.13506
0.109865,	0.0726339,	0.0738709,	0.125985
0.108823,	0.0717245,	0.07318,	0.124974
0.107277,	0.0721875,	0.0731877,	0.123231
0.106734,	0.0707905,	0.0723998,	0.123194
0.105773,	0.0700846,	0.0717567,	0.122164
0.104517,	0.0692257,	0.0709736,	0.120562
0.103697,	0.0690402,	0.0701479,	0.119255
0.102849,	0.0686959,	0.0693095,	0.11803
0.10215,	0.0684512,	0.0685257,	0.116947
0.101193,	0.0676744,	0.0675793,	0.115889
0.100646,	0.0675096,	0.0669584,	0.115175
0.101022,	0.068964,	0.0668805,	0.115276
0.100294,	0.0683126,	0.0660838,	0.114754
0.10058,	0.0691907,	0.0661107,	0.114903
0.100754,	0.0698281,	0.0660313,	0.115119
0.100422,	0.0691497,	0.0648964,	0.115121
0.101063,	0.0696108,	0.0652291,	0.115451
0.102019,	0.0714995,	0.065164,	0.116951
0.101173,	0.0696626,	0.0646183,	0.116801
0.101401,	0.0701554,	0.064614,	0.117224
0.102228,	0.0713544,	0.0656746,	0.118334
0.100852,	0.0690667,	0.0659857,	0.116144
0.103589,	0.0711914,	0.0655099,	0.118599
0.104837,	0.0715298,	0.0670464,	0.117844
0.103658,	0.0698423,	0.065586,	0.119174
0.105088,	0.0707562,	0.0671257,	0.118161
0.104802,	0.0694508,	0.0665108,	0.117586
0.106179,	0.070677,	0.0677674,	0.119011
0.106559,	0.0709015,	0.0683551,	0.119758
0.107023,	0.071345,	0.0688963,	0.120648
0.107591,	0.0720016,	0.0693318,	0.12173
0.107692,	0.0717181,	0.0697846,	0.122029
0.110651,	0.075172,	0.069616,	0.126614
0.107713,	0.0717102,	0.0706574,	0.122874
0.107649,	0.0715815,	0.0709818,	0.122938
0.107516,	0.0714262,	0.0712713,	0.123034
0.107419,	0.0713666,	0.0716473,	0.123175
0.11093,	0.0758234,	0.0711781,	0.128664
0.107187,	0.0704009,	0.0746405,	0.121297
0.115146,	0.0810001,	0.0708802,	0.135613
0.107316,	0.0701393,	0.077856,	0.119705
0.120376,	0.0874644,	0.0696545,	0.144176
0.11204,	0.0750294,	0.0786751,	0.121226
0.118762,	0.0850108,	0.0687458,	0.140048
0.117722,	0.0810399,	0.0766647,	0.124987
0.116219,	0.0831742,	0.0674074,	0.138575
0.1093,	0.0761669,	0.0726424,	0.120461
0.110261,	0.078252,	0.0657834,	0.135199
0.100838,	0.0680794,	0.0699785,	0.116029
0.0995468,	0.0670326,	0.0669098,	0.115018
0.0993401,	0.06729,	0.0658957,	0.114448
0.0986991,	0.0671453,	0.0653042,	0.113426
0.0981967,	0.0671343,	0.0648062,	0.112635
0.0978982,	0.0672752,	0.0639791,	0.112516
0.0978177,	0.0677206,	0.063706,	0.112369
0.0984661,	0.0693037,	0.0638124,	0.113071
0.0978083,	0.0686056,	0.0625248,	0.113423
0.0975422,	0.0683832,	0.0626161,	0.113405
0.095199,	0.0654642,	0.0618674,	0.111003
0.0968883,	0.0683366,	0.0635959,	0.112129
0.0964126,	0.0670662,	0.0629996,	0.111778
0.100017,	0.0721957,	0.0628411,	0.116269
0.100399,	0.07106,	0.0618463,	0.116623
0.0981803,	0.0670771,	0.0614991,	0.113836
0.0980606,	0.0676479,	0.0643575,	0.111558
0.0985209,	0.0676392,	0.0624955,	0.115254
0.0985225,	0.0665155,	0.0642747,	0.11171
0.0995809,	0.0671778,	0.064322,	0.112786
0.100177,	0.0675612,	0.0646253,	0.113548
0.100691,	0.0681415,	0.065229,	0.114332
0.101032,	0.068484,	0.0656272,	0.115048
0.100976,	0.0683413,	0.0658089,	0.115365
0.106718,	0.075275,	0.0650006,	0.123578
0.100712,	0.0677343,	0.0685983,	0.113746
0.104368,	0.0727777,	0.0659232,	0.121509
0.104098,	0.0722084,	0.0684873,	0.119606
0.10413,	0.0723883,	0.0690278,	0.120162
0.105977,	0.0737484,	0.0661654,	0.122663
0.100247,	0.0667961,	0.0730124,	0.112226
0.109409,	0.0791486,	0.0661718,	0.130695
0.106922,	0.0725256,	0.0688409,	0.117843
0.101483,	0.0694984,	0.0711229,	0.117102
0.107451,	0.0760391,	0.0659168,	0.126284
0.100932,	0.0691735,	0.0697035,	0.116272
0.105009,	0.0753036,	0.0654713,	0.125448
0.0981718,	0.0672261,	0.0655232,	0.114805
0.0967423,	0.0661425,	0.0646867,	0.112996
0.0959396,	0.0658168,	0.0640523,	0.111825
0.0949577,	0.0652322,	0.0633214,	0.110413
0.0942739,	0.0649655,	0.0627219,	0.109325
0.0935804,	0.0646702,	0.0621661,	0.108313
0.094433,	0.066632,	0.0606504,	0.111324
0.0911953,	0.0627521,	0.061302,	0.105545
0.0917148,	0.063407,	0.0604697,	0.105916
