rho,	rhou,	rhov,	rhoet
0.025947,	0.0191105,	0.0187831,	0.0297223
0.026437,	0.0192009,	0.0185276,	0.0294888
0.0268496,	0.0202882,	0.0180964,	0.0304783
0.0266495,	0.0204787,	0.0177377,	0.0309253
0.0262631,	0.0199245,	0.0178313,	0.0300596
0.0249157,	0.0187225,	0.0170301,	0.0293641
0.0248276,	0.0185701,	0.0166687,	0.02856
0.0243645,	0.0182535,	0.0162727,	0.0281499
0.0238332,	0.0179678,	0.0158466,	0.0277767
0.023287,	0.0176529,	0.015437,	0.0273232
0.0226746,	0.0172842,	0.0150944,	0.0267805
0.0221651,	0.0169853,	0.0147354,	0.0263483
0.0217142,	0.0167292,	0.0143512,	0.0259948
0.0212811,	0.0164378,	0.0140446,	0.0260301
0.0210566,	0.016632,	0.0137607,	0.02587
0.0205736,	0.0158797,	0.0138187,	0.0248232
0.0199869,	0.0155494,	0.0134137,	0.0243698
0.0195143,	0.0151786,	0.0129879,	0.0238341
0.0190432,	0.0148649,	0.0126114,	0.0232707
0.0186434,	0.0146001,	0.0122993,	0.0228963
0.0182383,	0.0143189,	0.0119638,	0.0224983
0.017902,	0.0142978,	0.0117856,	0.0225593
0.017421,	0.013708,	0.0114305,	0.0216641
0.0169784,	0.0133884,	0.0111601,	0.0211707
0.0163614,	0.0129382,	0.0108455,	0.0204959
0.0158158,	0.0125263,	0.010412,	0.0198037
0.0152941,	0.0121676,	0.0100377,	0.0192273
0.0147876,	0.0118118,	0.00965427,	0.0186927
0.0142905,	0.0114555,	0.00931813,	0.0181574
0.0141097,	0.0117873,	0.00899577,	0.0176792
0.0149607,	0.0129628,	0.00870102,	0.0170686
0.0152042,	0.0126323,	0.00840796,	0.0166493
0.0154517,	0.0128485,	0.00811512,	0.0170411
0.015715,	0.0130978,	0.00835455,	0.0174766
0.0160072,	0.0133168,	0.00862227,	0.0178733
0.016248,	0.0134871,	0.00886123,	0.0182032
0.0164382,	0.013698,	0.0090706,	0.0185711
0.0172197,	0.0159653,	0.00928014,	0.0213724
0.0168323,	0.0140501,	0.00960258,	0.0192602
0.0170877,	0.0146963,	0.0107687,	0.0222105
0.0173159,	0.0144538,	0.0127644,	0.022072
0.019029,	0.0160342,	0.0115061,	0.0232802
0.0209085,	0.0180531,	0.0121221,	0.0250299
0.0217506,	0.0189959,	0.0108184,	0.0257943
0.0178419,	0.0144394,	0.01097,	0.0202414
0.0179018,	0.0144725,	0.0110485,	0.0204246
0.0180141,	0.0145865,	0.011112,	0.020759
0.0181909,	0.0148131,	0.0110517,	0.0211748
0.0183085,	0.0150116,	0.0109859,	0.0215562
0.0184371,	0.0151831,	0.0109051,	0.0218861
0.0185498,	0.0153164,	0.0108504,	0.0221496
0.0186462,	0.0155078,	0.0108039,	0.0222961
0.0186735,	0.0155876,	0.0107458,	0.0225157
0.0182207,	0.0151761,	0.0106494,	0.0220919
0.0177434,	0.014681,	0.0105206,	0.0215583
0.0173536,	0.0143467,	0.0103899,	0.0210705
0.0169448,	0.0140121,	0.0102391,	0.0206935
0.0165234,	0.0136634,	0.0100637,	0.0203142
0.016091,	0.0133035,	0.00992481,	0.0199091
0.0156519,	0.0129363,	0.0097845,	0.0194833
0.0152107,	0.0125658,	0.00963386,	0.0190432
0.0147675,	0.0121917,	0.0094725,	0.0185883
0.0143043,	0.0117772,	0.00928386,	0.0180586
0.0138849,	0.0113302,	0.00907926,	0.0174694
0.0134988,	0.0111067,	0.00888479,	0.0170126
0.013525,	0.0113694,	0.00868164,	0.0166098
0.0138536,	0.0116376,	0.00848963,	0.0162044
0.0141709,	0.0118937,	0.00831839,	0.0157967
0.014516,	0.0121791,	0.00814245,	0.0158749
0.0148206,	0.0125169,	0.00801896,	0.0163842
0.015146,	0.0128184,	0.00823211,	0.0168588
0.0154677,	0.0130665,	0.00849632,	0.0172937
0.0157506,	0.0132934,	0.00874915,	0.0176974
0.0160486,	0.0136235,	0.00901611,	0.0182776
0.016354,	0.0137758,	0.00925065,	0.018551
0.0165593,	0.0139285,	0.0102108,	0.0188709
0.0167148,	0.0140329,	0.00966009,	0.0191222
0.016826,	0.0142502,	0.00982128,	0.019454
0.0169798,	0.0144377,	0.00994966,	0.0198137
