rho,	rhou,	rhov,	rhoet
0.160985,	0.0842732,	0.133466,	0.184408
0.158534,	0.0779166,	0.124043,	0.171925
0.155499,	0.0797357,	0.120289,	0.172908
0.153363,	0.0796041,	0.116129,	0.170823
0.151464,	0.0805768,	0.113287,	0.170396
0.149605,	0.0812535,	0.110756,	0.169786
0.147454,	0.0814686,	0.108316,	0.16868
0.145137,	0.0813654,	0.105947,	0.167239
0.142755,	0.0810715,	0.103712,	0.165646
0.140355,	0.0805857,	0.10139,	0.163659
0.137984,	0.0800231,	0.0992038,	0.16162
0.135661,	0.0794029,	0.0970698,	0.159486
0.133407,	0.0787544,	0.0949869,	0.157295
0.131234,	0.078094,	0.0929606,	0.155074
0.129155,	0.0774472,	0.0909935,	0.152856
0.127125,	0.0767207,	0.0890657,	0.150638
0.12531,	0.0762785,	0.0872763,	0.148587
0.123463,	0.0755949,	0.0854539,	0.146451
0.121778,	0.0750946,	0.0837157,	0.144389
0.120078,	0.0747382,	0.0819107,	0.142455
0.11778,	0.0736152,	0.0800314,	0.139746
0.116209,	0.0734602,	0.0781106,	0.138052
0.114705,	0.0731536,	0.0767528,	0.135846
0.111796,	0.0702232,	0.0745614,	0.133251
0.112635,	0.0732177,	0.0740747,	0.133157
0.111214,	0.0722089,	0.0725046,	0.131957
0.109802,	0.0708337,	0.0715043,	0.130027
0.109914,	0.0714784,	0.071212,	0.128967
0.108119,	0.0693851,	0.0703085,	0.12708
0.109593,	0.0719058,	0.0700454,	0.128566
0.107749,	0.0695984,	0.0706078,	0.125523
0.108785,	0.0711566,	0.0709091,	0.125828
0.108721,	0.0698831,	0.0705756,	0.124373
0.110613,	0.0705228,	0.0692524,	0.125027
0.11292,	0.0726332,	0.0699879,	0.126483
0.109391,	0.0683685,	0.0698138,	0.123555
0.11229,	0.0714636,	0.0696894,	0.126401
0.111383,	0.0703504,	0.0716011,	0.124786
0.114151,	0.0732284,	0.0702388,	0.12914
0.112567,	0.0710169,	0.0734486,	0.125636
0.117698,	0.0773444,	0.0720531,	0.134263
0.114745,	0.0743896,	0.0752085,	0.129937
0.117194,	0.0760453,	0.0742366,	0.132837
0.120668,	0.0810233,	0.0750022,	0.138944
0.116304,	0.0757465,	0.0795764,	0.131269
0.123526,	0.0836793,	0.0750323,	0.143102
0.119507,	0.07699,	0.0810457,	0.131131
0.126898,	0.0878747,	0.0783813,	0.146462
0.123554,	0.0849789,	0.0796869,	0.144801
0.124247,	0.0844748,	0.0774849,	0.142643
0.124237,	0.084449,	0.0796698,	0.140493
0.118398,	0.0808112,	0.0794621,	0.13907
0.122257,	0.081149,	0.0748132,	0.13899
0.117231,	0.0769071,	0.0749841,	0.133823
0.111525,	0.0717613,	0.0716852,	0.135033
0.107161,	0.0662185,	0.0725932,	0.122664
0.105453,	0.0663091,	0.0707278,	0.126777
0.102004,	0.0637198,	0.0725518,	0.119784
0.10085,	0.0629648,	0.0698289,	0.119006
0.0995775,	0.0622105,	0.0689942,	0.117166
0.0989018,	0.0621823,	0.0681127,	0.116114
0.0974544,	0.0607359,	0.0673528,	0.114026
0.0967726,	0.0604591,	0.0667187,	0.112704
0.0966218,	0.0609851,	0.0664973,	0.112164
0.0964979,	0.0615923,	0.0658218,	0.112332
0.0957249,	0.0608917,	0.0660511,	0.110332
0.0957543,	0.0610638,	0.0654265,	0.110839
0.0950565,	0.0597966,	0.0653932,	0.108128
0.0969961,	0.063062,	0.0650777,	0.111313
0.096571,	0.0611774,	0.0651125,	0.109091
0.0981745,	0.0637676,	0.0650252,	0.111658
0.097861,	0.0616594,	0.0652218,	0.109504
