rho,	rhou,	rhov,	rhoet
0.0578055,	0.0526461,	0.029344,	0.0643767
0.0609757,	0.0552074,	0.0299031,	0.0668468
0.0601414,	0.0545873,	0.0290566,	0.0661217
0.0590355,	0.0536695,	0.028341,	0.0650602
0.0579428,	0.0527542,	0.0276559,	0.0640001
0.0568664,	0.051845,	0.0269988,	0.0629446
0.0558081,	0.0509441,	0.0263679,	0.0618959
0.0547695,	0.0500534,	0.0257612,	0.0608555
0.0541879,	0.0496821,	0.0248209,	0.0607798
0.0510311,	0.0468991,	0.025405,	0.0573136
0.0512819,	0.0467884,	0.0240803,	0.0571468
0.0501141,	0.0457097,	0.0236382,	0.0558654
0.0492487,	0.0449461,	0.0231304,	0.0549398
0.0484227,	0.0442164,	0.0226422,	0.054048
0.0476352,	0.0435197,	0.0221731,	0.0531896
0.046885,	0.042855,	0.0217228,	0.0523641
0.0461704,	0.0422216,	0.0212915,	0.0515712
0.0454939,	0.0416221,	0.0208774,	0.0508262
0.0448531,	0.0410662,	0.0204867,	0.0501102
0.0442412,	0.0405136,	0.0201032,	0.0494029
0.0436621,	0.0399994,	0.0197479,	0.048746
0.0431136,	0.0395142,	0.0194055,	0.0481178
0.0425929,	0.0390494,	0.0190783,	0.0475133
0.0420999,	0.0386109,	0.0187682,	0.0469396
0.0416326,	0.0381953,	0.0184709,	0.046393
0.04119,	0.037801,	0.0181905,	0.0458721
0.0407738,	0.0374393,	0.0179291,	0.045394
0.0403764,	0.0370808,	0.0176779,	0.0449172
0.0399996,	0.0367453,	0.0174436,	0.0444714
0.0396411,	0.0364246,	0.0172225,	0.0440432
0.0392975,	0.0361153,	0.0170146,	0.0436345
0.0389708,	0.0358235,	0.0168247,	0.0432521
0.0386545,	0.0355422,	0.0166385,	0.04288
0.0383383,	0.0352735,	0.0164422,	0.042509
0.0380522,	0.0350185,	0.0162649,	0.042155
0.0377914,	0.0347888,	0.0161086,	0.0418497
0.0375523,	0.0345778,	0.0159724,	0.0415654
0.0373305,	0.0343815,	0.015853,	0.0413047
0.0371222,	0.0341969,	0.0157483,	0.0410636
0.036924,	0.0340202,	0.0156561,	0.0408376
0.0367333,	0.033849,	0.0155768,	0.0406251
0.0365473,	0.033681,	0.0155045,	0.0404191
0.0363873,	0.0335334,	0.0154445,	0.0402379
0.0360918,	0.0332296,	0.0154703,	0.0398914
0.0360182,	0.0333285,	0.0153681,	0.0404674
0.0365648,	0.0336895,	0.0152101,	0.0403764
0.035903,	0.0329957,	0.0152899,	0.039582
0.0357382,	0.0328373,	0.0152532,	0.0394011
0.0355765,	0.0326774,	0.0152306,	0.0392179
0.0354296,	0.0325295,	0.0152358,	0.0390488
0.035311,	0.03241,	0.0152805,	0.0389121
0.0352356,	0.0323343,	0.0153868,	0.038824
0.0351389,	0.0322428,	0.0154276,	0.0387111
0.0350301,	0.0321434,	0.0154272,	0.0385963
0.0349216,	0.0320694,	0.0153374,	0.0385102
0.0348593,	0.0320293,	0.015213,	0.0384872
0.0347514,	0.0319636,	0.0151002,	0.0384042
0.0346685,	0.0318925,	0.0149146,	0.038288
0.0346062,	0.03186,	0.0147728,	0.0382417
0.03455,	0.0318358,	0.014633,	0.0382049
0.0344487,	0.0317644,	0.014495,	0.0381144
0.0342556,	0.0315972,	0.0143625,	0.0379079
0.0339546,	0.0313177,	0.0142368,	0.0375754
0.03366,	0.0310422,	0.0141194,	0.0372488
0.0333919,	0.030802,	0.0140168,	0.0369454
0.0331377,	0.0305585,	0.0139147,	0.0366438
0.0329013,	0.0303393,	0.0138234,	0.0363705
0.0326812,	0.0301372,	0.0137402,	0.0361175
0.0324754,	0.0299494,	0.0136638,	0.0358799
0.0322814,	0.0297711,	0.0135937,	0.0356557
0.0320985,	0.0295981,	0.0135294,	0.0354422
0.0319273,	0.0294368,	0.0134702,	0.0352406
0.0317748,	0.029302,	0.0134224,	0.0350656
0.0316273,	0.0291666,	0.0133743,	0.0348949
0.0314834,	0.0290349,	0.0133309,	0.0347301
0.0313454,	0.0289093,	0.0132917,	0.034576
0.0312121,	0.0287885,	0.0132553,	0.0344281
0.0310815,	0.0286724,	0.0132221,	0.0342885
0.0309547,	0.0285602,	0.0131907,	0.0341554
0.0308275,	0.0284433,	0.0131606,	0.0340213
0.0307253,	0.0283447,	0.0131414,	0.0339019
0.0306024,	0.0282315,	0.0131141,	0.0337718
0.0303339,	0.0279753,	0.013163,	0.0334767
0.030407,	0.0280393,	0.013086,	0.033548
0.0301677,	0.0277807,	0.0131606,	0.0332471
0.0302929,	0.0278722,	0.0131016,	0.0333368
0.0301899,	0.027776,	0.0130774,	0.0332276
0.0300853,	0.0276782,	0.0130524,	0.0331167
0.0299795,	0.0275818,	0.0130267,	0.0330083
0.0298732,	0.027484,	0.0129996,	0.0328982
0.0297668,	0.0273822,	0.0129718,	0.0327863
0.0296586,	0.0272791,	0.0129407,	0.0326731
0.0295555,	0.0271893,	0.0129111,	0.0325617
0.0294515,	0.0270896,	0.0128788,	0.0324503
0.029343,	0.0269885,	0.0128443,	0.0323351
0.0292368,	0.0268891,	0.0128153,	0.032222
0.0291269,	0.0267808,	0.0127924,	0.032097
0.029082,	0.0267428,	0.0127907,	0.032102
0.0288936,	0.0265772,	0.012834,	0.0318958
0.0287762,	0.0264442,	0.0127501,	0.0317046
0.0286231,	0.0263058,	0.0126923,	0.0315482
0.028412,	0.026115,	0.0125912,	0.0313062
0.0282095,	0.0259262,	0.0124873,	0.0310663
0.0280204,	0.025756,	0.0123926,	0.030859
0.027853,	0.0256049,	0.0123034,	0.0306672
0.0277067,	0.0254749,	0.0122214,	0.0305003
0.0275718,	0.0253564,	0.0121435,	0.0303463
0.0274463,	0.0252465,	0.0120689,	0.030202
0.02733,	0.0251454,	0.0119965,	0.0300666
0.0272259,	0.025059,	0.0119329,	0.0299541
0.0271332,	0.0249871,	0.0118738,	0.0298609
0.027043,	0.0249085,	0.0118155,	0.0297589
0.0269595,	0.0248296,	0.0117599,	0.0296521
0.0268805,	0.0247631,	0.0117082,	0.0295695
0.0268082,	0.0247019,	0.0116601,	0.0294904
0.0267427,	0.0246471,	0.0116168,	0.0294217
0.0266792,	0.0245933,	0.0115772,	0.0293562
0.0266137,	0.0245373,	0.0115388,	0.0292895
0.0269446,	0.0249103,	0.0114272,	0.0297968
0.0264714,	0.0244099,	0.0114914,	0.0291369
0.0264036,	0.0243526,	0.0114537,	0.0290743
0.0265015,	0.0244779,	0.0113729,	0.0292931
0.0262864,	0.0242493,	0.011387,	0.02896
0.0262724,	0.0242239,	0.0113715,	0.0289184
0.0262543,	0.0241956,	0.0113548,	0.0288844
0.0262256,	0.0241568,	0.0113353,	0.028834
0.0261542,	0.0240925,	0.0113021,	0.0287618
0.0260788,	0.0240229,	0.0112688,	0.0286842
0.0260008,	0.0239517,	0.0112346,	0.0286043
0.0259175,	0.023875,	0.0111981,	0.028521
0.0258383,	0.0238096,	0.0111643,	0.0284476
0.0257548,	0.0237258,	0.0111334,	0.0283543
0.0256689,	0.0236435,	0.0111058,	0.0282635
0.0255756,	0.0235501,	0.0110736,	0.0281519
0.0254931,	0.0234773,	0.0110591,	0.0280718
0.0254311,	0.0234133,	0.0110454,	0.0279982
0.025367,	0.0233552,	0.0110106,	0.0279289
0.0253048,	0.023307,	0.0109283,	0.0278648
0.0252506,	0.0232758,	0.0108326,	0.0278196
0.0251894,	0.0232321,	0.0107358,	0.0277591
0.0251249,	0.0231843,	0.0106401,	0.0276932
0.0250405,	0.0231149,	0.0105469,	0.0276013
0.0249124,	0.0230001,	0.0104566,	0.0274566
0.0247357,	0.0228352,	0.01037,	0.0272531
0.0245688,	0.022678,	0.0102885,	0.0270625
0.0244147,	0.0225342,	0.0102137,	0.0268885
0.0242692,	0.0223978,	0.0101426,	0.0267153
0.0241283,	0.0222661,	0.010075,	0.0265513
0.0239948,	0.022144,	0.0100124,	0.0264016
0.0238639,	0.022018,	0.00995019,	0.026247
0.0237363,	0.0219003,	0.00989305,	0.0261003
0.0236101,	0.0217818,	0.00983735,	0.0259566
0.0234867,	0.0216644,	0.00978379,	0.0258119
0.0233651,	0.0215491,	0.0097324,	0.0256715
0.0232443,	0.021435,	0.0096829,	0.0255344
0.0231232,	0.021319,	0.00963493,	0.0253999
0.0230065,	0.02121,	0.00958943,	0.0252685
0.0229238,	0.0211319,	0.00955687,	0.0251702
0.0227994,	0.0210115,	0.00951121,	0.0250288
0.0226737,	0.0208904,	0.00946626,	0.0248909
0.0225826,	0.0208021,	0.0094341,	0.0247811
0.0224584,	0.020683,	0.00939055,	0.0246432
0.0223423,	0.0205628,	0.00940578,	0.0245966
0.0223188,	0.0205306,	0.00934949,	0.0244501
0.0222153,	0.020425,	0.00931338,	0.0243231
0.0220944,	0.0203069,	0.00927038,	0.0241837
0.021971,	0.0201854,	0.00922653,	0.0240425
0.0218482,	0.0200666,	0.00918196,	0.0239035
0.0217212,	0.0199403,	0.00913567,	0.0237542
0.021593,	0.0198132,	0.00908834,	0.0236042
0.0214635,	0.0196855,	0.00903925,	0.0234555
0.0213334,	0.0195577,	0.0089888,	0.0233015
0.0212149,	0.0194386,	0.00894174,	0.0231568
0.0210862,	0.0193097,	0.0089016,	0.0230068
0.0209515,	0.0191755,	0.00884864,	0.0228463
0.0208156,	0.01904,	0.00879672,	0.0226863
0.0206561,	0.0188731,	0.00876092,	0.0224906
0.020499,	0.0187125,	0.00870306,	0.0222979
0.0203344,	0.0185527,	0.00860971,	0.0220998
0.0201379,	0.018362,	0.00851462,	0.0218639
0.019942,	0.0181676,	0.00842808,	0.0216232
0.0197568,	0.0179849,	0.00834222,	0.0213958
0.019581,	0.0178126,	0.00825651,	0.0211812
0.0194086,	0.0176502,	0.00816987,	0.0209805
0.0192432,	0.017489,	0.00808768,	0.020776
0.0190833,	0.017333,	0.00800819,	0.0205808
