rho,	rhou,	rhov,	rhoet
0.013394,	0.0121939,	0.00680617,	0.0149166
0.0141572,	0.0128467,	0.00698348,	0.0155652
0.0142582,	0.013003,	0.00691436,	0.0157855
0.0140626,	0.0128353,	0.00677271,	0.0155863
0.0138022,	0.0125902,	0.00660255,	0.0152806
0.0134883,	0.0122819,	0.00640843,	0.0149122
0.0131805,	0.0120773,	0.00626087,	0.0147012
0.0129478,	0.0118664,	0.00612675,	0.014445
0.0131266,	0.0121858,	0.00598217,	0.0152967
0.0125386,	0.0117878,	0.00619569,	0.0144613
0.0129849,	0.0120241,	0.00594364,	0.0146326
0.0119299,	0.0109034,	0.00579483,	0.013429
0.0116375,	0.01066,	0.00563964,	0.0131326
0.0113655,	0.0104481,	0.00547809,	0.0128885
0.0111256,	0.010222,	0.00533877,	0.012622
0.0108643,	0.00997779,	0.00522097,	0.0123346
0.0106353,	0.00980259,	0.00509908,	0.0121342
0.0104261,	0.00961458,	0.0049807,	0.0122016
0.0103861,	0.00980036,	0.00489187,	0.0121132
0.0101021,	0.00929548,	0.00476941,	0.0115492
0.00985546,	0.00908663,	0.00478602,	0.0113233
0.00961578,	0.00889057,	0.00465446,	0.0110894
0.00939317,	0.00867269,	0.00451891,	0.0108264
0.00916201,	0.00847836,	0.00438309,	0.0105781
0.00897588,	0.0083152,	0.00428209,	0.0103889
0.00878696,	0.00814567,	0.00417774,	0.0101898
0.00868444,	0.00819841,	0.00411856,	0.0102726
0.00844009,	0.00783806,	0.00397401,	0.00983493
0.00823938,	0.00764755,	0.0038916,	0.00959748
0.00804978,	0.0074728,	0.00380702,	0.00939024
0.00785048,	0.00728227,	0.00371938,	0.00915753
0.00766636,	0.00711347,	0.00367399,	0.00893403
0.00748839,	0.00695696,	0.0035388,	0.00874694
0.00724672,	0.00674165,	0.00340685,	0.0084883
0.00702901,	0.00659343,	0.0033196,	0.00823234
0.0070817,	0.0066358,	0.00317887,	0.00804781
0.00719169,	0.0067714,	0.00307729,	0.00785394
0.00732993,	0.00689238,	0.00297869,	0.00801387
0.00744705,	0.00699162,	0.00295404,	0.00814749
0.00754337,	0.00708266,	0.00301959,	0.00827943
0.00764048,	0.0071999,	0.0030764,	0.00843669
0.00774991,	0.00730116,	0.00314575,	0.00857494
0.00784117,	0.00737794,	0.00321103,	0.00867771
0.00781154,	0.00736862,	0.00361801,	0.00886414
0.00807621,	0.00771475,	0.003758,	0.00925152
0.00904276,	0.0085442,	0.00335812,	0.010005
0.00817166,	0.00766723,	0.00338307,	0.00912046
0.00818465,	0.00766832,	0.00342214,	0.0091372
0.00818565,	0.00765384,	0.00345843,	0.00912667
0.00815615,	0.0075949,	0.00354409,	0.00908679
0.0081355,	0.00762856,	0.00360704,	0.00914141
0.00816564,	0.00765903,	0.00368283,	0.00917937
0.00818741,	0.00765921,	0.00374343,	0.00917599
0.0081984,	0.0076503,	0.00376571,	0.00917246
0.00831967,	0.00793926,	0.00373334,	0.00952288
0.00829642,	0.00775199,	0.00369803,	0.0093317
0.00829669,	0.00775234,	0.00366062,	0.00933977
0.00830316,	0.00776403,	0.00362305,	0.00937702
0.00829157,	0.00777963,	0.003585,	0.00942214
0.0082839,	0.00779579,	0.00354576,	0.00945683
0.00828291,	0.00779935,	0.00350448,	0.00946744
0.00814026,	0.00766272,	0.00345712,	0.0093234
0.00798964,	0.00752475,	0.00340687,	0.00918019
0.0078364,	0.00738313,	0.00336547,	0.00903068
0.00767753,	0.00724514,	0.00332398,	0.00885098
0.00749866,	0.00705105,	0.00327458,	0.0086613
0.00734333,	0.00689698,	0.00322749,	0.00849314
0.00718958,	0.00675702,	0.00317893,	0.0083177
0.00703592,	0.00661616,	0.00312903,	0.00814573
0.00688328,	0.00647492,	0.0030758,	0.00799254
0.00673155,	0.00633431,	0.00301983,	0.00783902
0.0065768,	0.0061894,	0.00297112,	0.00768383
0.00642296,	0.00604581,	0.00292358,	0.00752815
0.0063658,	0.00598493,	0.00286911,	0.00733859
0.00648041,	0.0060908,	0.00281671,	0.00716194
0.00658761,	0.00618974,	0.00276468,	0.0071734
0.0066875,	0.00628186,	0.00271286,	0.00729475
0.00677679,	0.00636829,	0.00276803,	0.007405
0.00686633,	0.00646662,	0.00281793,	0.00752084
0.00694617,	0.00655415,	0.00286627,	0.00763764
0.0070306,	0.00663691,	0.00292113,	0.00774379
0.00710299,	0.00673061,	0.00296189,	0.00787063
0.00719188,	0.0068957,	0.00324883,	0.00806464
0.00725574,	0.00686445,	0.00307817,	0.00806022
0.00732705,	0.00692967,	0.00328229,	0.0081441
0.00730062,	0.00684927,	0.00312396,	0.00806524
0.00733315,	0.00687724,	0.00316333,	0.00812892
0.00737403,	0.00691296,	0.00319964,	0.00819352
0.00740649,	0.00695701,	0.00323247,	0.00826049
0.00742918,	0.00699499,	0.00325877,	0.00832433
0.00745769,	0.00702628,	0.00328024,	0.00837606
0.00748553,	0.00705118,	0.00329981,	0.00842141
0.00750436,	0.0070619,	0.00331505,	0.0084393
0.0075034,	0.0070507,	0.00333804,	0.00844158
0.00750533,	0.00704867,	0.0033561,	0.00845204
0.00749707,	0.0070345,	0.00337061,	0.00845295
0.00748369,	0.00701679,	0.00338199,	0.00846004
0.00746436,	0.00701984,	0.00338997,	0.00847725
0.00744525,	0.00701364,	0.00342733,	0.00848358
0.00744611,	0.00701253,	0.00346623,	0.00848963
0.00745294,	0.00701432,	0.00346429,	0.00849987
0.0073453,	0.00690903,	0.00342858,	0.00838339
0.00720312,	0.00676748,	0.00339011,	0.00823452
0.00707189,	0.00664125,	0.00335352,	0.00810015
0.00693704,	0.00650857,	0.00330968,	0.00794667
0.00679495,	0.00636511,	0.00326361,	0.00783766
0.00667334,	0.00630242,	0.00322189,	0.00774624
0.00655896,	0.00619945,	0.00317346,	0.00763254
0.006442,	0.00607407,	0.00311949,	0.0074957
0.00632506,	0.00596206,	0.00306786,	0.00737138
0.0062064,	0.00584814,	0.00302536,	0.00724364
0.00607374,	0.00571297,	0.00297934,	0.00708856
0.00613843,	0.00581209,	0.00293656,	0.00695314
0.00624914,	0.00591371,	0.00289065,	0.00683547
0.00635434,	0.00601018,	0.00285041,	0.00695936
0.00645324,	0.00610072,	0.00281087,	0.00707688
0.0065461,	0.00618561,	0.00276975,	0.00718828
0.00663298,	0.00626491,	0.00272791,	0.00729359
